INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
100,T,220910,052044,60.188904N,24.804489E,14,19.8,0
101,T,220910,052045,60.188946N,24.804483E,15,14.7,2
102,T,220910,052046,60.188984N,24.804474E,15,11.4,6
103,T,220910,052047,60.189011N,24.804472E,14,6.0,30
104,T,220910,052048,60.189041N,24.804506E,11,10.5,79
105,T,220910,052049,60.189053N,24.804585E,10,16.3,95
106,T,220910,052050,60.189053N,24.804678E,9,18.2,95
107,T,220910,052051,60.189056N,24.804779E,9,18.3,95
108,T,220910,052052,60.189056N,24.804884E,8,20.1,95
109,T,220910,052053,60.189056N,24.804991E,7,19.8,95
110,T,220910,052054,60.189053N,24.805099E,6,20.5,95
111,T,220910,052055,60.189049N,24.805210E,6,21.2,96
112,T,220910,052056,60.189034N,24.805319E,5,21.5,96
113,T,220910,052057,60.189034N,24.805431E,4,22.1,98
114,T,220910,052058,60.189034N,24.805544E,4,21.7,96
115,T,220910,052059,60.189018N,24.805655E,3,20.6,98
116,T,220910,052100,60.189049N,24.805759E,3,19.1,92
117,T,220910,052101,60.189060N,24.805868E,3,20.9,89
118,T,220910,052102,60.189060N,24.805979E,2,20.4,89
119,T,220910,052103,60.189056N,24.806084E,1,20.2,90
120,T,220910,052104,60.189064N,24.806187E,0,19.0,89
121,T,220910,052105,60.189064N,24.806293E,0,20.0,90
122,T,220910,052106,60.189060N,24.806398E,0,20.9,91
123,T,220910,052107,60.189049N,24.806511E,-1,22.1,91
124,T,220910,052108,60.189041N,24.806620E,-2,21.0,92
125,T,220910,052109,60.189030N,24.806725E,-3,20.1,107
126,T,220910,052110,60.189018N,24.806824E,-4,18.9,108
127,T,220910,052111,60.189014N,24.806911E,-5,16.7,111
128,T,220910,052112,60.189011N,24.806990E,-6,15.4,104
129,T,220910,052113,60.189026N,24.807056E,-7,12.7,73
130,T,220910,052114,60.189053N,24.807102E,-8,9.4,44
131,T,220910,052115,60.189072N,24.807121E,-9,7.8,16
132,T,220910,052116,60.189182N,24.807131E,-8,15.3,2
133,T,220910,052117,60.189274N,24.807135E,-7,16.5,2
134,T,220910,052118,60.189358N,24.807116E,-8,17.0,355
135,T,220910,052119,60.189400N,24.807100E,-8,17.0,348
136,T,220910,052120,60.189442N,24.807081E,-9,16.5,348
137,T,220910,052121,60.189487N,24.807064E,-9,17.5,349
138,T,220910,052122,60.189548N,24.807055E,-10,19.9,357
139,T,220910,052123,60.189606N,24.807041E,-11,19.6,355
140,T,220910,052124,60.189651N,24.807030E,-11,18.7,353
141,T,220910,052125,60.189709N,24.807016E,-12,21.4,352
142,T,220910,052126,60.189758N,24.807007E,-13,20.5,354
143,T,220910,052127,60.189808N,24.806990E,-14,19.6,349
144,T,220910,052128,60.189861N,24.806971E,-14,20.5,347
145,T,220910,052129,60.189938N,24.806965E,-14,21.5,348
146,T,220910,052130,60.189987N,24.806957E,-14,19.6,349
147,T,220910,052131,60.190044N,24.806940E,-15,20.7,352
148,T,220910,052132,60.190090N,24.806925E,-15,19.1,353
149,T,220910,052133,60.190159N,24.806913E,-15,21.6,356
150,T,220910,052134,60.190224N,24.806904E,-15,22.3,356
151,T,220910,052135,60.190285N,24.806890E,-15,23.2,357
152,T,220910,052136,60.190338N,24.806873E,-15,22.2,357
153,T,220910,052137,60.190399N,24.806860E,-15,21.7,356
154,T,220910,052138,60.190460N,24.806850E,-15,24.1,356
155,T,220910,052139,60.190529N,24.806835E,-15,25.0,357
156,T,220910,052140,60.190594N,24.806816E,-15,24.9,357
157,T,220910,052141,60.190647N,24.806789E,-15,23.9,355
158,T,220910,052142,60.190704N,24.806772E,-15,21.9,354
159,T,220910,052143,60.190758N,24.806749E,-15,21.6,352
160,T,220910,052144,60.190819N,24.806738E,-14,22.6,352
161,T,220910,052145,60.190887N,24.806728E,-13,24.4,353
162,T,220910,052146,60.190960N,24.806719E,-13,24.3,355
163,T,220910,052147,60.191021N,24.806704E,-12,24.2,356
164,T,220910,052148,60.191078N,24.806692E,-12,23.6,356
165,T,220910,052149,60.191147N,24.806669E,-11,25.5,356
166,T,220910,052150,60.191216N,24.806652E,-11,25.4,356
167,T,220910,052151,60.191273N,24.806622E,-10,24.1,355
168,T,220910,052152,60.191334N,24.806599E,-10,23.8,354
169,T,220910,052153,60.191391N,24.806583E,-10,23.4,353
170,T,220910,052154,60.191448N,24.806564E,-10,23.1,352
171,T,220910,052155,60.191505N,24.806553E,-10,23.0,352
172,T,220910,052156,60.191563N,24.806538E,-9,24.0,353
173,T,220910,052157,60.191631N,24.806532E,-9,25.2,355
174,T,220910,052158,60.191696N,24.806522E,-9,25.3,2
175,T,220910,052159,60.191769N,24.806524E,-9,27.1,2
176,T,220910,052200,60.191841N,24.806524E,-8,27.1,1
177,T,220910,052201,60.191914N,24.806517E,-8,26.4,356
178,T,220910,052202,60.191990N,24.806498E,-8,26.8,355
179,T,220910,052203,60.192051N,24.806482E,-8,24.5,353
180,T,220910,052204,60.192116N,24.806467E,-7,24.1,353
181,T,220910,052205,60.192177N,24.806448E,-7,24.0,354
182,T,220910,052206,60.192245N,24.806429E,-7,24.4,356
183,T,220910,052207,60.192303N,24.806416E,-7,25.0,356
184,T,220910,052208,60.192364N,24.806393E,-6,24.1,356
185,T,220910,052209,60.192425N,24.806376E,-6,23.5,356
186,T,220910,052210,60.192478N,24.806356E,-5,23.5,356
187,T,220910,052211,60.192539N,24.806339E,-5,22.7,356
188,T,220910,052212,60.192600N,24.806322E,-5,23.1,356
189,T,220910,052213,60.192654N,24.806313E,-5,21.0,357
190,T,220910,052214,60.192703N,24.806307E,-5,21.0,358
191,T,220910,052215,60.192753N,24.806299E,-5,18.8,358
192,T,220910,052216,60.192799N,24.806297E,-4,20.1,359
193,T,220910,052217,60.192848N,24.806293E,-5,20.3,359
194,T,220910,052218,60.192902N,24.806290E,-5,20.4,0
195,T,220910,052219,60.192959N,24.806284E,-5,22.7,359
196,T,220910,052220,60.193016N,24.806282E,-5,21.3,359
197,T,220910,052221,60.193077N,24.806271E,-5,20.4,359
198,T,220910,052222,60.193123N,24.806255E,-4,19.5,359
199,T,220910,052223,60.193169N,24.806255E,-3,16.0,359
200,T,220910,052224,60.193214N,24.806250E,-2,18.1,0
201,T,220910,052225,60.193272N,24.806252E,-1,19.3,1
202,T,220910,052226,60.193321N,24.806253E,0,17.7,3
203,T,220910,052227,60.193363N,24.806252E,0,18.6,2
204,T,220910,052228,60.193420N,24.806253E,0,20.2,3
205,T,220910,052229,60.193474N,24.806250E,0,19.6,3
206,T,220910,052230,60.193512N,24.806244E,1,16.1,3
207,T,220910,052231,60.193558N,24.806231E,2,16.6,2
208,T,220910,052232,60.193615N,24.806232E,2,19.9,3
209,T,220910,052233,60.193665N,24.806231E,3,18.0,3
210,T,220910,052234,60.193714N,24.806232E,3,19.6,2
211,T,220910,052235,60.193771N,24.806238E,3,20.0,3
212,T,220910,052236,60.193825N,24.806238E,4,19.7,3
213,T,220910,052237,60.193871N,24.806238E,3,19.6,2
214,T,220910,052238,60.193920N,24.806236E,3,18.7,2
215,T,220910,052239,60.193970N,24.806236E,3,18.2,2
216,T,220910,052240,60.194027N,24.806236E,3,19.8,2
217,T,220910,052241,60.194080N,24.806227E,3,19.1,1
218,T,220910,052242,60.194126N,24.806225E,3,19.7,1
219,T,220910,052243,60.194180N,24.806225E,3,19.0,0
220,T,220910,052244,60.194237N,24.806232E,4,19.3,1
221,T,220910,052245,60.194283N,24.806242E,3,21.0,3
222,T,220910,052246,60.194332N,24.806252E,4,19.1,5
223,T,220910,052247,60.194378N,24.806261E,4,17.7,7
224,T,220910,052248,60.194420N,24.806276E,4,19.1,8
225,T,220910,052249,60.194481N,24.806295E,5,21.2,9
226,T,220910,052250,60.194530N,24.806311E,5,19.8,9
227,T,220910,052251,60.194580N,24.806316E,5,19.9,8
228,T,220910,052252,60.194633N,24.806322E,5,19.3,7
229,T,220910,052253,60.194679N,24.806332E,5,19.2,7
230,T,220910,052254,60.194733N,24.806343E,5,20.7,8
231,T,220910,052255,60.194778N,24.806358E,5,19.6,9
232,T,220910,052256,60.194832N,24.806368E,5,20.0,9
233,T,220910,052257,60.194885N,24.806381E,5,20.6,9
234,T,220910,052258,60.194935N,24.806393E,5,21.1,8
235,T,220910,052259,60.194988N,24.806396E,5,20.6,8
236,T,220910,052300,60.195042N,24.806398E,5,21.0,8
237,T,220910,052301,60.195087N,24.806400E,5,19.3,8
238,T,220910,052302,60.195126N,24.806389E,5,16.4,9
239,T,220910,052303,60.195171N,24.806402E,6,18.7,10
240,T,220910,052304,60.195217N,24.806377E,6,18.7,9
241,T,220910,052305,60.195278N,24.806393E,7,20.2,9
242,T,220910,052306,60.195328N,24.806372E,7,20.0,9
243,T,220910,052307,60.195370N,24.806339E,7,17.1,8
244,T,220910,052308,60.195415N,24.806335E,7,17.8,9
245,T,220910,052309,60.195461N,24.806324E,8,18.7,9
246,T,220910,052310,60.195511N,24.806328E,9,19.8,9
247,T,220910,052311,60.195568N,24.806339E,9,20.4,8
248,T,220910,052312,60.195621N,24.806347E,9,19.5,6
249,T,220910,052313,60.195671N,24.806339E,10,20.0,4
250,T,220910,052314,60.195721N,24.806326E,11,19.1,3
251,T,220910,052315,60.195782N,24.806320E,12,21.7,2
252,T,220910,052316,60.195839N,24.806314E,12,21.1,2
253,T,220910,052317,60.195889N,24.806301E,12,20.4,1
254,T,220910,052318,60.195950N,24.806299E,11,21.4,1
255,T,220910,052319,60.195999N,24.806305E,11,20.9,1
256,T,220910,052320,60.196056N,24.806309E,11,21.0,2
257,T,220910,052321,60.196114N,24.806314E,10,21.0,3
258,T,220910,052322,60.196163N,24.806316E,10,19.2,3
259,T,220910,052323,60.196217N,24.806322E,10,19.7,3
260,T,220910,052324,60.196266N,24.806326E,10,21.5,3
261,T,220910,052325,60.196320N,24.806335E,10,19.6,4
262,T,220910,052326,60.196381N,24.806341E,10,20.6,3
263,T,220910,052327,60.196438N,24.806334E,10,21.7,353
264,T,220910,052328,60.196487N,24.806295E,11,22.9,338
265,T,220910,052329,60.196541N,24.806225E,11,22.0,323
266,T,220910,052330,60.196583N,24.806156E,11,21.3,323
267,T,220910,052331,60.196640N,24.806093E,12,22.5,324
268,T,220910,052332,60.196693N,24.806042E,12,22.1,325
269,T,220910,052333,60.196747N,24.806000E,13,22.0,327
270,T,220910,052334,60.196804N,24.805964E,13,21.9,329
271,T,220910,052335,60.196861N,24.805923E,13,21.8,330
272,T,220910,052336,60.196911N,24.805904E,13,21.2,352
273,T,220910,052337,60.196972N,24.805893E,13,22.6,353
274,T,220910,052338,60.197033N,24.805882E,12,23.7,354
275,T,220910,052339,60.197098N,24.805870E,12,23.8,355
276,T,220910,052340,60.197155N,24.805866E,12,24.1,358
277,T,220910,052341,60.197216N,24.805861E,11,24.1,359
278,T,220910,052342,60.197277N,24.805861E,11,23.0,1
279,T,220910,052343,60.197334N,24.805866E,10,22.9,5
280,T,220910,052344,60.197392N,24.805876E,10,22.3,6
281,T,220910,052345,60.197441N,24.805899E,10,19.4,11
282,T,220910,052346,60.197491N,24.805922E,10,19.9,12
283,T,220910,052347,60.197544N,24.805950E,10,19.9,10
284,T,220910,052348,60.197605N,24.805988E,10,17.5,12
285,T,220910,052349,60.197651N,24.806019E,10,17.6,12
286,T,220910,052350,60.197701N,24.806040E,10,17.2,12
287,T,220910,052351,60.197754N,24.806063E,11,16.3,11
288,T,220910,052352,60.197800N,24.806082E,11,17.5,13
289,T,220910,052353,60.197842N,24.806105E,11,15.9,14
290,T,220910,052354,60.197891N,24.806129E,11,19.6,15
291,T,220910,052355,60.197956N,24.806158E,11,22.1,16
292,T,220910,052356,60.198017N,24.806189E,11,22.5,15
293,T,220910,052357,60.198078N,24.806210E,11,22.7,14
294,T,220910,052358,60.198139N,24.806234E,12,22.2,13
295,T,220910,052359,60.198204N,24.806267E,12,23.7,14
296,T,220910,052400,60.198269N,24.806309E,12,25.1,16
297,T,220910,052401,60.198334N,24.806356E,12,24.7,17
298,T,220910,052402,60.198395N,24.806412E,12,25.4,18
299,T,220910,052403,60.198460N,24.806467E,12,26.0,20
300,T,220910,052404,60.198524N,24.806524E,11,25.9,21
301,T,220910,052405,60.198586N,24.806581E,11,25.9,23
302,T,220910,052406,60.198647N,24.806639E,11,25.6,25
303,T,220910,052407,60.198704N,24.806704E,11,25.2,30
304,T,220910,052408,60.198757N,24.806776E,11,24.8,38
305,T,220910,052409,60.198799N,24.806870E,10,25.3,46
306,T,220910,052410,60.198841N,24.806974E,10,25.7,51
307,T,220910,052411,60.198879N,24.807087E,9,25.7,53
308,T,220910,052412,60.198917N,24.807196E,9,24.5,54
309,T,220910,052413,60.198971N,24.807293E,8,27.5,36
310,T,220910,052414,60.199036N,24.807367E,8,28.9,28
311,T,220910,052415,60.199104N,24.807436E,7,28.7,25
312,T,220910,052416,60.199169N,24.807501E,7,28.7,25
313,T,220910,052417,60.199238N,24.807564E,7,28.2,24
314,T,220910,052418,60.199314N,24.807640E,6,30.0,23
315,T,220910,052419,60.199379N,24.807707E,6,29.2,24
316,T,220910,052420,60.199448N,24.807777E,7,29.7,25
317,T,220910,052421,60.199520N,24.807844E,6,31.4,24
318,T,220910,052422,60.199593N,24.807907E,6,31.5,23
319,T,220910,052423,60.199669N,24.807968E,5,31.9,20
320,T,220910,052424,60.199741N,24.808018E,5,31.9,13
321,T,220910,052425,60.199818N,24.808056E,4,32.0,10
322,T,220910,052426,60.199898N,24.808084E,4,33.0,9
323,T,220910,052427,60.199966N,24.808123E,3,30.7,15
324,T,220910,052428,60.200043N,24.808178E,3,33.5,23
325,T,220910,052429,60.200119N,24.808247E,2,30.2,26
326,T,220910,052430,60.200184N,24.808315E,2,30.8,26
327,T,220910,052431,60.200245N,24.808428E,1,31.2,35
328,T,220910,052432,60.200275N,24.808575E,1,30.7,49
329,T,220910,052433,60.200302N,24.808714E,1,29.1,64
330,T,220910,052434,60.200329N,24.808851E,0,27.4,71
331,T,220910,052435,60.200352N,24.808975E,0,24.1,71
332,T,220910,052436,60.200371N,24.809090E,0,22.7,70
333,T,220910,052437,60.200401N,24.809193E,0,22.2,69
334,T,220910,052438,60.200432N,24.809282E,0,22.1,67
335,T,220910,052439,60.200466N,24.809361E,0,20.1,65
336,T,220910,052440,60.200504N,24.809429E,0,19.5,63
337,T,220910,052441,60.200542N,24.809504E,0,21.8,61
338,T,220910,052442,60.200588N,24.809584E,0,23.0,59
339,T,220910,052443,60.200630N,24.809666E,0,24.1,58
340,T,220910,052444,60.200676N,24.809752E,-1,24.7,56
341,T,220910,052445,60.200722N,24.809835E,-1,24.9,55
342,T,220910,052446,60.200768N,24.809916E,-1,25.0,53
343,T,220910,052447,60.200821N,24.809992E,-1,24.9,51
344,T,220910,052448,60.200871N,24.810059E,-1,25.0,50
345,T,220910,052449,60.200916N,24.810120E,0,23.1,48
346,T,220910,052450,60.200966N,24.810184E,0,22.6,46
347,T,220910,052451,60.201015N,24.810236E,0,21.9,45
348,T,220910,052452,60.201065N,24.810286E,0,22.0,43
349,T,220910,052453,60.201118N,24.810329E,0,22.0,41
350,T,220910,052454,60.201168N,24.810371E,1,22.8,39
351,T,220910,052455,60.201225N,24.810411E,1,22.4,37
352,T,220910,052456,60.201275N,24.810453E,1,22.7,35
353,T,220910,052457,60.201328N,24.810493E,1,20.8,34
354,T,220910,052458,60.201378N,24.810526E,2,21.3,32
355,T,220910,052459,60.201427N,24.810556E,2,21.5,30
356,T,220910,052500,60.201473N,24.810591E,3,19.4,21
357,T,220910,052501,60.201511N,24.810623E,3,17.9,20
358,T,220910,052502,60.201557N,24.810656E,4,18.0,22
359,T,220910,052503,60.201591N,24.810694E,4,16.4,25
360,T,220910,052504,60.201630N,24.810736E,5,16.5,32
361,T,220910,052505,60.201656N,24.810781E,5,14.7,38
362,T,220910,052506,60.201683N,24.810837E,5,16.4,49
363,T,220910,052507,60.201710N,24.810900E,5,16.4,50
364,T,220910,052508,60.201733N,24.810968E,5,17.4,53
365,T,220910,052509,60.201756N,24.811045E,5,18.2,57
366,T,220910,052510,60.201782N,24.811123E,5,18.7,56
367,T,220910,052511,60.201809N,24.811199E,5,18.0,58
368,T,220910,052512,60.201832N,24.811277E,5,18.0,58
369,T,220910,052513,60.201851N,24.811357E,5,17.9,59
370,T,220910,052514,60.201878N,24.811434E,5,16.9,61
371,T,220910,052515,60.201900N,24.811514E,5,18.1,60
372,T,220910,052516,60.201927N,24.811594E,6,18.2,60
373,T,220910,052517,60.201954N,24.811666E,6,17.5,59
374,T,220910,052518,60.201981N,24.811749E,5,19.0,57
375,T,220910,052519,60.202011N,24.811834E,5,19.0,55
376,T,220910,052520,60.202045N,24.811930E,5,19.1,53
377,T,220910,052521,60.202087N,24.812017E,5,19.0,52
378,T,220910,052522,60.202141N,24.812101E,5,19.8,50
379,T,220910,052523,60.202171N,24.812180E,5,19.0,50
380,T,220910,052524,60.202206N,24.812260E,5,18.0,57
381,T,220910,052525,60.202240N,24.812342E,5,20.1,56
382,T,220910,052526,60.202278N,24.812424E,4,19.2,55
383,T,220910,052527,60.202335N,24.812504E,5,20.2,54
384,T,220910,052528,60.202377N,24.812574E,4,20.2,42
385,T,220910,052529,60.202419N,24.812641E,4,20.2,40
386,T,220910,052530,60.202477N,24.812712E,4,22.0,36
387,T,220910,052531,60.202553N,24.812775E,5,20.9,34
388,T,220910,052532,60.202602N,24.812830E,5,21.6,30
389,T,220910,052533,60.202660N,24.812883E,6,21.6,28
390,T,220910,052534,60.202713N,24.812925E,6,20.5,24
391,T,220910,052535,60.202763N,24.812967E,6,20.4,23
392,T,220910,052536,60.202816N,24.813005E,6,19.6,23
393,T,220910,052537,60.202862N,24.813044E,7,19.0,22
394,T,220910,052538,60.202911N,24.813087E,8,20.6,28
395,T,220910,052539,60.202957N,24.813135E,9,18.0,34
396,T,220910,052540,60.202991N,24.813192E,9,17.1,40
397,T,220910,052541,60.203026N,24.813250E,10,17.2,40
398,T,220910,052542,60.203060N,24.813305E,10,16.1,42
399,T,220910,052543,60.203087N,24.813364E,10,16.2,44
400,T,220910,052544,60.203121N,24.813423E,9,16.7,46
401,T,220910,052545,60.203152N,24.813488E,10,18.1,46
402,T,220910,052546,60.203190N,24.813559E,10,19.5,47
403,T,220910,052547,60.203228N,24.813629E,10,20.7,46
404,T,220910,052548,60.203262N,24.813704E,9,21.2,45
405,T,220910,052549,60.203304N,24.813784E,9,22.7,45
406,T,220910,052550,60.203346N,24.813864E,9,23.5,44
407,T,220910,052551,60.203396N,24.813951E,9,23.9,44
408,T,220910,052552,60.203442N,24.814045E,9,23.9,44
409,T,220910,052553,60.203487N,24.814133E,9,24.0,44
410,T,220910,052554,60.203533N,24.814217E,10,23.9,44
411,T,220910,052555,60.203575N,24.814301E,10,23.9,43
412,T,220910,052556,60.203625N,24.814379E,10,23.8,42
413,T,220910,052557,60.203671N,24.814445E,10,23.7,32
414,T,220910,052558,60.203724N,24.814503E,10,23.1,27
415,T,220910,052559,60.203777N,24.814548E,10,22.3,22
416,T,220910,052600,60.203827N,24.814592E,10,22.9,23
417,T,220910,052601,60.203880N,24.814634E,10,23.6,23
418,T,220910,052602,60.203934N,24.814672E,10,21.0,22
419,T,220910,052603,60.203983N,24.814716E,10,22.8,21
420,T,220910,052604,60.204041N,24.814756E,10,22.8,19
421,T,220910,052605,60.204090N,24.814789E,10,22.1,18
422,T,220910,052606,60.204144N,24.814817E,10,21.5,16
423,T,220910,052607,60.204193N,24.814850E,10,20.6,16
424,T,220910,052608,60.204243N,24.814878E,10,20.2,16
425,T,220910,052609,60.204292N,24.814903E,10,19.2,14
426,T,220910,052610,60.204334N,24.814928E,11,18.7,14
427,T,220910,052611,60.204384N,24.814953E,11,19.6,13
428,T,220910,052612,60.204430N,24.814976E,11,18.3,13
429,T,220910,052613,60.204472N,24.815001E,11,18.4,13
430,T,220910,052614,60.204521N,24.815029E,12,19.9,14
431,T,220910,052615,60.204563N,24.815054E,12,17.9,14
432,T,220910,052616,60.204605N,24.815077E,13,17.3,14
433,T,220910,052617,60.204643N,24.815092E,13,15.6,14
434,T,220910,052618,60.204685N,24.815107E,12,17.3,13
435,T,220910,052619,60.204723N,24.815126E,12,17.0,13
436,T,220910,052620,60.204769N,24.815144E,12,17.1,12
437,T,220910,052621,60.204807N,24.815161E,12,16.9,11
438,T,220910,052622,60.204853N,24.815180E,12,15.8,10
439,T,220910,052623,60.204899N,24.815201E,12,16.5,9
440,T,220910,052624,60.204941N,24.815216E,12,16.1,9
441,T,220910,052625,60.204990N,24.815231E,12,16.4,9
442,T,220910,052626,60.205032N,24.815245E,12,16.4,9
443,T,220910,052627,60.205070N,24.815258E,12,16.2,9
444,T,220910,052628,60.205116N,24.815268E,12,16.5,8
445,T,220910,052629,60.205158N,24.815277E,12,16.5,7
446,T,220910,052630,60.205200N,24.815290E,12,17.1,7
447,T,220910,052631,60.205242N,24.815298E,12,17.0,6
448,T,220910,052632,60.205288N,24.815306E,12,17.0,5
449,T,220910,052633,60.205334N,24.815311E,12,17.9,5
450,T,220910,052634,60.205379N,24.815315E,13,17.1,4
451,T,220910,052635,60.205429N,24.815319E,13,17.9,2
452,T,220910,052636,60.205475N,24.815323E,13,18.3,1
453,T,220910,052637,60.205524N,24.815319E,15,18.2,358
454,T,220910,052638,60.205570N,24.815315E,15,18.2,0
455,T,220910,052639,60.205620N,24.815315E,16,18.1,0
456,T,220910,052640,60.205666N,24.815315E,16,18.0,359
457,T,220910,052641,60.205711N,24.815308E,16,18.1,357
458,T,220910,052642,60.205757N,24.815300E,17,18.0,356
459,T,220910,052643,60.205799N,24.815289E,17,17.6,349
460,T,220910,052644,60.205841N,24.815264E,17,17.0,343
461,T,220910,052645,60.205879N,24.815222E,17,18.2,336
462,T,220910,052646,60.205921N,24.815180E,17,18.2,336
463,T,220910,052647,60.205963N,24.815142E,17,19.3,336
464,T,220910,052648,60.206013N,24.815098E,17,21.0,335
465,T,220910,052649,60.206055N,24.815056E,17,19.9,334
466,T,220910,052650,60.206100N,24.815012E,17,20.9,334
467,T,220910,052651,60.206154N,24.814964E,17,21.4,333
468,T,220910,052652,60.206196N,24.814920E,17,20.1,333
469,T,220910,052653,60.206245N,24.814875E,16,20.8,332
470,T,220910,052654,60.206291N,24.814823E,16,21.3,332
471,T,220910,052655,60.206337N,24.814775E,17,21.2,332
472,T,220910,052656,60.206383N,24.814724E,17,20.6,331
473,T,220910,052657,60.206432N,24.814674E,17,20.9,330
474,T,220910,052658,60.206478N,24.814617E,17,22.1,329
475,T,220910,052659,60.206524N,24.814564E,17,22.0,329
476,T,220910,052700,60.206573N,24.814508E,17,23.1,329
477,T,220910,052701,60.206623N,24.814457E,17,22.5,330
478,T,220910,052702,60.206676N,24.814404E,17,23.3,331
479,T,220910,052703,60.206730N,24.814358E,16,22.2,331
