INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
71,T,231006,071718,60.537529N,24.213190E,84,22.7,23
72,T,231006,071719,60.537582N,24.213240E,84,23.9,22
73,T,231006,071720,60.537640N,24.213287E,83,24.7,21
74,T,231006,071721,60.537701N,24.213337E,82,25.8,21
75,T,231006,071722,60.537766N,24.213381E,81,26.4,19
76,T,231006,071723,60.537827N,24.213425E,80,27.1,18
77,T,231006,071724,60.537891N,24.213465E,79,27.2,17
78,T,231006,071725,60.537956N,24.213509E,78,27.3,17
79,T,231006,071726,60.538025N,24.213551E,78,27.4,17
80,T,231006,071727,60.538094N,24.213593E,78,28.2,17
81,T,231006,071728,60.538158N,24.213636E,77,28.5,17
82,T,231006,071729,60.538227N,24.213678E,76,28.5,17
83,T,231006,071730,60.538300N,24.213724E,76,29.5,17
84,T,231006,071731,60.538368N,24.213774E,75,29.6,18
85,T,231006,071732,60.538441N,24.213823E,75,30.2,19
86,T,231006,071733,60.538513N,24.213875E,75,30.1,18
87,T,231006,071734,60.538586N,24.213917E,74,29.1,17
88,T,231006,071735,60.538654N,24.213947E,73,30.1,9
89,T,231006,071736,60.538727N,24.213957E,73,29.2,356
90,T,231006,071737,60.538799N,24.213936E,72,29.6,348
91,T,231006,071738,60.538876N,24.213894E,71,30.1,342
92,T,231006,071739,60.538948N,24.213842E,70,31.0,338
93,T,231006,071740,60.539021N,24.213783E,69,31.1,338
94,T,231006,071741,60.539097N,24.213718E,68,32.2,335
95,T,231006,071742,60.539181N,24.213663E,71,33.1,337
96,T,231006,071743,60.539261N,24.213608E,71,33.2,339
97,T,231006,071744,60.539341N,24.213556E,70,33.2,341
98,T,231006,071745,60.539421N,24.213507E,70,33.6,343
99,T,231006,071746,60.539501N,24.213461E,69,33.5,344
100,T,231006,071747,60.539581N,24.213415E,69,33.5,345
101,T,231006,071748,60.539661N,24.213375E,68,32.7,345
102,T,231006,071749,60.539745N,24.213337E,68,34.2,346
103,T,231006,071750,60.539833N,24.213301E,68,34.1,346
104,T,231006,071751,60.539913N,24.213270E,68,33.1,348
105,T,231006,071752,60.539993N,24.213245E,67,32.8,350
106,T,231006,071753,60.540073N,24.213226E,67,33.1,352
107,T,231006,071754,60.540154N,24.213205E,66,32.8,352
108,T,231006,071755,60.540234N,24.213192E,65,31.4,353
109,T,231006,071756,60.540302N,24.213181E,63,31.0,354
110,T,231006,071757,60.540375N,24.213177E,62,29.8,355
111,T,231006,071758,60.540447N,24.213169E,61,29.2,356
112,T,231006,071759,60.540524N,24.213165E,60,29.1,357
113,T,231006,071800,60.540596N,24.213160E,59,28.3,357
114,T,231006,071801,60.540672N,24.213150E,59,28.0,356
115,T,231006,071802,60.540733N,24.213142E,58,22.5,357
116,T,231006,071803,60.540794N,24.213137E,56,27.6,357
117,T,231006,071804,60.540867N,24.213131E,55,28.5,358
118,T,231006,071805,60.540939N,24.213125E,54,28.0,359
119,T,231006,071806,60.541008N,24.213125E,53,26.7,0
120,T,231006,071807,60.541077N,24.213123E,53,26.3,358
121,T,231006,071808,60.541145N,24.213116E,53,25.8,356
122,T,231006,071809,60.541210N,24.213099E,53,25.2,355
123,T,231006,071810,60.541279N,24.213068E,54,25.2,345
124,T,231006,071811,60.541340N,24.213034E,53,25.2,342
125,T,231006,071812,60.541401N,24.212992E,52,24.6,340
126,T,231006,071813,60.541458N,24.212948E,51,24.5,340
127,T,231006,071814,60.541519N,24.212900E,50,25.0,339
128,T,231006,071815,60.541580N,24.212845E,51,23.9,333
129,T,231006,071816,60.541637N,24.212786E,50,23.9,332
130,T,231006,071817,60.541691N,24.212730E,49,24.6,332
131,T,231006,071818,60.541748N,24.212675E,48,24.6,333
132,T,231006,071819,60.541805N,24.212618E,46,24.2,333
133,T,231006,071820,60.541859N,24.212568E,45,24.1,335
134,T,231006,071821,60.541920N,24.212523E,44,24.6,336
135,T,231006,071822,60.541977N,24.212463E,42,25.0,336
136,T,231006,071823,60.542034N,24.212408E,41,25.5,335
137,T,231006,071824,60.542091N,24.212345E,40,25.4,335
138,T,231006,071825,60.542152N,24.212292E,39,23.8,334
139,T,231006,071826,60.542213N,24.212238E,39,26.2,333
140,T,231006,071827,60.542297N,24.212202E,46,26.3,334
141,T,231006,071828,60.542362N,24.212149E,45,26.6,335
142,T,231006,071829,60.542431N,24.212103E,44,26.6,337
143,T,231006,071830,60.542492N,24.212051E,43,26.2,339
144,T,231006,071831,60.542557N,24.212004E,42,26.6,340
145,T,231006,071832,60.542625N,24.211960E,42,27.0,341
146,T,231006,071833,60.542690N,24.211914E,43,27.8,341
147,T,231006,071834,60.542759N,24.211864E,42,27.0,341
148,T,231006,071835,60.542828N,24.211815E,43,27.0,340
149,T,231006,071836,60.542896N,24.211765E,42,27.8,340
150,T,231006,071837,60.542961N,24.211721E,41,27.2,340
151,T,231006,071838,60.543034N,24.211681E,42,27.2,341
152,T,231006,071839,60.543102N,24.211645E,42,27.3,342
153,T,231006,071840,60.543171N,24.211605E,42,27.7,342
154,T,231006,071841,60.543240N,24.211569E,43,26.8,342
155,T,231006,071842,60.543308N,24.211529E,43,26.7,342
156,T,231006,071843,60.543377N,24.211491E,43,26.4,342
157,T,231006,071844,60.543446N,24.211452E,44,26.5,342
158,T,231006,071845,60.543510N,24.211416E,44,27.3,343
159,T,231006,071846,60.543579N,24.211378E,44,26.1,343
160,T,231006,071847,60.543648N,24.211338E,45,26.8,343
161,T,231006,071848,60.543713N,24.211300E,44,25.6,342
162,T,231006,071849,60.543774N,24.211258E,44,25.0,341
163,T,231006,071850,60.543846N,24.211233E,50,26.0,340
164,T,231006,071851,60.543919N,24.211201E,52,26.1,341
165,T,231006,071852,60.543980N,24.211161E,52,26.1,341
166,T,231006,071853,60.544044N,24.211123E,52,26.1,342
167,T,231006,071854,60.544109N,24.211084E,52,25.7,342
168,T,231006,071855,60.544167N,24.211046E,52,25.7,343
169,T,231006,071856,60.544231N,24.211004E,52,25.4,342
170,T,231006,071857,60.544292N,24.210964E,52,25.3,341
171,T,231006,071858,60.544353N,24.210924E,52,25.2,341
172,T,231006,071859,60.544415N,24.210884E,52,25.3,340
173,T,231006,071900,60.544479N,24.210836E,51,25.8,340
174,T,231006,071901,60.544540N,24.210796E,51,27.1,340
175,T,231006,071902,60.544601N,24.210751E,51,26.4,340
176,T,231006,071903,60.544662N,24.210703E,50,26.9,339
177,T,231006,071904,60.544727N,24.210648E,50,26.6,339
178,T,231006,071905,60.544792N,24.210596E,50,27.8,338
179,T,231006,071906,60.544861N,24.210546E,49,28.6,339
180,T,231006,071907,60.544930N,24.210501E,49,27.3,340
181,T,231006,071908,60.544998N,24.210461E,50,27.3,342
182,T,231006,071909,60.545063N,24.210423E,50,27.2,344
183,T,231006,071910,60.545132N,24.210394E,49,27.3,346
184,T,231006,071911,60.545200N,24.210375E,50,26.9,348
185,T,231006,071912,60.545273N,24.210360E,50,26.9,349
186,T,231006,071913,60.545338N,24.210352E,50,26.2,350
187,T,231006,071914,60.545399N,24.210346E,49,25.9,351
188,T,231006,071915,60.545464N,24.210342E,49,25.4,351
189,T,231006,071916,60.545528N,24.210337E,49,25.4,353
190,T,231006,071917,60.545597N,24.210329E,49,25.5,356
191,T,231006,071918,60.545658N,24.210321E,49,25.6,356
192,T,231006,071919,60.545723N,24.210308E,48,25.0,356
193,T,231006,071920,60.545784N,24.210291E,48,25.1,354
194,T,231006,071921,60.545849N,24.210264E,47,25.1,353
195,T,231006,071922,60.545914N,24.210236E,48,25.2,352
196,T,231006,071923,60.545975N,24.210197E,48,25.2,351
197,T,231006,071924,60.546036N,24.210154E,47,24.7,350
198,T,231006,071925,60.546097N,24.210102E,48,24.8,349
199,T,231006,071926,60.546150N,24.210049E,47,24.3,348
200,T,231006,071927,60.546207N,24.209995E,47,24.0,346
201,T,231006,071928,60.546265N,24.209938E,47,24.0,345
202,T,231006,071929,60.546314N,24.209875E,46,24.0,343
203,T,231006,071930,60.546371N,24.209810E,46,23.9,342
204,T,231006,071931,60.546429N,24.209743E,46,23.0,340
205,T,231006,071932,60.546478N,24.209681E,46,22.6,339
206,T,231006,071933,60.546528N,24.209616E,46,22.7,337
207,T,231006,071934,60.546581N,24.209549E,46,22.6,336
208,T,231006,071935,60.546631N,24.209480E,47,22.7,334
209,T,231006,071936,60.546680N,24.209415E,48,22.3,333
210,T,231006,071937,60.546726N,24.209345E,49,22.0,332
211,T,231006,071938,60.546780N,24.209276E,51,22.3,330
212,T,231006,071939,60.546844N,24.209225E,58,22.4,329
213,T,231006,071940,60.546886N,24.209156E,59,22.3,328
214,T,231006,071941,60.546932N,24.209087E,59,21.8,328
215,T,231006,071942,60.546974N,24.209023E,59,21.4,325
216,T,231006,071943,60.547020N,24.208956E,59,21.3,324
217,T,231006,071944,60.547058N,24.208883E,60,20.9,323
218,T,231006,071945,60.547096N,24.208818E,60,20.3,321
219,T,231006,071946,60.547134N,24.208754E,60,20.0,320
220,T,231006,071947,60.547176N,24.208693E,61,19.9,320
221,T,231006,071948,60.547211N,24.208628E,61,19.2,319
222,T,231006,071949,60.547249N,24.208563E,62,18.8,317
223,T,231006,071950,60.547283N,24.208496E,62,18.4,316
224,T,231006,071951,60.547318N,24.208431E,62,17.6,315
225,T,231006,071952,60.547348N,24.208366E,62,17.2,313
226,T,231006,071953,60.547371N,24.208302E,63,16.8,311
227,T,231006,071954,60.547398N,24.208237E,63,16.3,310
228,T,231006,071955,60.547421N,24.208164E,63,16.4,309
229,T,231006,071956,60.547443N,24.208096E,63,16.6,307
230,T,231006,071957,60.547466N,24.208029E,63,16.6,305
231,T,231006,071958,60.547489N,24.207958E,64,16.6,303
232,T,231006,071959,60.547512N,24.207886E,64,16.5,301
233,T,231006,072000,60.547531N,24.207815E,64,16.6,299
234,T,231006,072001,60.547565N,24.207745E,66,17.2,298
235,T,231006,072002,60.547585N,24.207676E,68,16.9,297
236,T,231006,072003,60.547600N,24.207598E,69,16.9,296
237,T,231006,072004,60.547619N,24.207521E,69,17.2,296
238,T,231006,072005,60.547646N,24.207443E,70,17.8,297
239,T,231006,072006,60.547668N,24.207363E,71,17.9,297
240,T,231006,072007,60.547691N,24.207287E,71,18.5,298
241,T,231006,072008,60.547722N,24.207212E,71,18.5,300
242,T,231006,072009,60.547749N,24.207134E,72,18.8,301
243,T,231006,072010,60.547775N,24.207056E,73,19.2,303
244,T,231006,072011,60.547806N,24.206976E,73,19.2,305
245,T,231006,072012,60.547832N,24.206896E,73,19.7,306
246,T,231006,072013,60.547863N,24.206814E,73,20.4,307
247,T,231006,072014,60.547897N,24.206728E,74,20.8,307
248,T,231006,072015,60.547932N,24.206646E,74,20.9,309
249,T,231006,072016,60.547970N,24.206564E,75,21.4,310
250,T,231006,072017,60.548004N,24.206482E,75,21.4,310
251,T,231006,072018,60.548038N,24.206400E,76,21.5,311
252,T,231006,072019,60.548080N,24.206316E,76,22.3,312
253,T,231006,072020,60.548119N,24.206234E,76,21.4,312
254,T,231006,072021,60.548157N,24.206152E,76,22.5,313
255,T,231006,072022,60.548195N,24.206072E,76,22.3,314
256,T,231006,072023,60.548237N,24.205992E,76,21.8,315
257,T,231006,072024,60.548279N,24.205915E,76,21.9,316
258,T,231006,072025,60.548321N,24.205845E,76,21.8,318
259,T,231006,072026,60.548363N,24.205774E,77,21.8,319
260,T,231006,072027,60.548405N,24.205704E,77,21.9,320
261,T,231006,072028,60.548447N,24.205633E,76,21.8,321
262,T,231006,072029,60.548489N,24.205564E,76,21.8,321
263,T,231006,072030,60.548534N,24.205498E,76,22.9,323
264,T,231006,072031,60.548580N,24.205435E,75,22.6,324
265,T,231006,072032,60.548630N,24.205370E,75,22.5,325
266,T,231006,072033,60.548672N,24.205303E,75,22.1,326
267,T,231006,072034,60.548717N,24.205240E,75,21.4,325
268,T,231006,072035,60.548759N,24.205175E,74,22.4,325
269,T,231006,072036,60.548809N,24.205112E,74,22.5,325
270,T,231006,072037,60.548855N,24.205051E,74,22.4,326
271,T,231006,072038,60.548904N,24.204994E,73,22.5,327
272,T,231006,072039,60.548950N,24.204935E,73,22.5,330
273,T,231006,072040,60.549000N,24.204884E,72,22.2,331
274,T,231006,072041,60.549049N,24.204832E,72,22.7,332
275,T,231006,072042,60.549103N,24.204782E,72,22.8,333
276,T,231006,072043,60.549160N,24.204735E,72,23.1,334
277,T,231006,072044,60.549213N,24.204685E,71,22.7,335
278,T,231006,072045,60.549263N,24.204639E,71,22.6,335
279,T,231006,072046,60.549313N,24.204594E,71,22.3,335
280,T,231006,072047,60.549362N,24.204546E,71,22.3,335
281,T,231006,072048,60.549416N,24.204498E,71,22.3,335
282,T,231006,072049,60.549465N,24.204451E,70,21.8,334
283,T,231006,072050,60.549515N,24.204399E,70,22.5,334
284,T,231006,072051,60.549568N,24.204351E,69,22.5,334
285,T,231006,072052,60.549622N,24.204304E,69,22.8,334
286,T,231006,072053,60.549675N,24.204262E,69,23.7,336
287,T,231006,072054,60.549728N,24.204212E,69,22.8,332
288,T,231006,072055,60.549782N,24.204163E,69,22.3,333
289,T,231006,072056,60.549828N,24.204111E,68,20.0,333
290,T,231006,072057,60.549877N,24.204063E,68,22.5,334
291,T,231006,072058,60.549923N,24.204020E,67,22.0,336
292,T,231006,072059,60.549976N,24.203978E,67,21.6,337
293,T,231006,072100,60.550030N,24.203932E,66,22.3,336
294,T,231006,072101,60.550076N,24.203884E,66,22.1,336
295,T,231006,072102,60.550129N,24.203835E,65,23.1,336
296,T,231006,072103,60.550179N,24.203793E,65,22.0,335
297,T,231006,072104,60.550224N,24.203745E,64,21.3,334
298,T,231006,072105,60.550274N,24.203695E,64,22.1,335
299,T,231006,072106,60.550320N,24.203644E,64,21.8,334
300,T,231006,072107,60.550369N,24.203596E,63,22.0,334
301,T,231006,072108,60.550415N,24.203550E,63,22.5,334
302,T,231006,072109,60.550468N,24.203499E,63,22.6,334
303,T,231006,072110,60.550514N,24.203444E,62,22.2,333
304,T,231006,072111,60.550571N,24.203396E,62,23.6,334
305,T,231006,072112,60.550629N,24.203350E,62,23.6,335
306,T,231006,072113,60.550678N,24.203304E,62,22.9,335
307,T,231006,072114,60.550732N,24.203264E,61,22.1,336
308,T,231006,072115,60.550781N,24.203224E,61,21.5,337
309,T,231006,072116,60.550831N,24.203184E,60,22.2,337
310,T,231006,072117,60.550884N,24.203138E,60,23.4,336
311,T,231006,072118,60.550941N,24.203089E,60,22.7,335
312,T,231006,072119,60.550991N,24.203032E,59,21.9,335
313,T,231006,072120,60.551048N,24.202984E,59,23.1,336
314,T,231006,072121,60.551105N,24.202936E,58,22.7,335
315,T,231006,072122,60.551159N,24.202892E,57,22.7,337
316,T,231006,072123,60.551220N,24.202852E,57,22.7,338
317,T,231006,072124,60.551281N,24.202812E,57,23.2,339
318,T,231006,072125,60.551334N,24.202772E,56,23.1,339
319,T,231006,072126,60.551399N,24.202742E,56,24.1,341
320,T,231006,072127,60.551460N,24.202707E,56,24.9,343
321,T,231006,072128,60.551525N,24.202682E,56,23.4,345
322,T,231006,072129,60.551586N,24.202658E,56,25.7,347
323,T,231006,072130,60.551651N,24.202637E,55,25.4,349
324,T,231006,072131,60.551723N,24.202620E,56,27.5,351
325,T,231006,072132,60.551800N,24.202606E,57,26.3,353
326,T,231006,072133,60.551872N,24.202597E,58,28.1,355
327,T,231006,072134,60.551960N,24.202585E,59,28.8,357
328,T,231006,072135,60.552036N,24.202587E,60,28.8,1
329,T,231006,072136,60.552109N,24.202600E,61,28.3,2
330,T,231006,072137,60.552181N,24.202616E,63,28.4,3
331,T,231006,072138,60.552254N,24.202633E,64,27.8,4
332,T,231006,072139,60.552319N,24.202648E,64,27.2,6
333,T,231006,072140,60.552387N,24.202669E,64,26.7,7
334,T,231006,072141,60.552452N,24.202690E,65,26.2,8
335,T,231006,072142,60.552517N,24.202707E,65,25.5,8
336,T,231006,072143,60.552582N,24.202726E,65,24.8,8
337,T,231006,072144,60.552639N,24.202744E,66,24.8,7
338,T,231006,072145,60.552704N,24.202761E,66,24.9,7
339,T,231006,072146,60.552765N,24.202778E,66,24.9,7
340,T,231006,072147,60.552830N,24.202797E,66,25.2,7
341,T,231006,072148,60.552887N,24.202810E,66,25.5,6
342,T,231006,072149,60.552956N,24.202826E,67,25.7,7
343,T,231006,072150,60.553020N,24.202847E,67,26.0,7
344,T,231006,072151,60.553085N,24.202869E,66,26.0,9
345,T,231006,072152,60.553143N,24.202904E,66,25.8,19
346,T,231006,072153,60.553200N,24.202965E,66,25.5,32
347,T,231006,072154,60.553253N,24.203049E,66,26.6,43
348,T,231006,072155,60.553299N,24.203146E,66,27.2,47
349,T,231006,072156,60.553341N,24.203257E,66,27.2,52
350,T,231006,072157,60.553379N,24.203363E,66,27.0,53
351,T,231006,072158,60.553421N,24.203474E,66,26.6,51
352,T,231006,072159,60.553467N,24.203562E,66,27.5,29
353,T,231006,072200,60.553532N,24.203609E,66,27.5,10
354,T,231006,072201,60.553596N,24.203606E,66,25.4,346
355,T,231006,072202,60.553658N,24.203562E,66,25.5,333
356,T,231006,072203,60.553711N,24.203503E,66,25.6,332
357,T,231006,072204,60.553772N,24.203444E,66,25.6,333
358,T,231006,072205,60.553833N,24.203390E,66,25.7,333
359,T,231006,072206,60.553886N,24.203337E,66,26.2,334
360,T,231006,072207,60.553951N,24.203283E,66,26.2,334
361,T,231006,072208,60.554016N,24.203234E,66,26.3,336
362,T,231006,072209,60.554077N,24.203180E,66,26.4,336
363,T,231006,072210,60.554134N,24.203123E,66,26.5,336
364,T,231006,072211,60.554195N,24.203066E,66,26.0,335
365,T,231006,072212,60.554253N,24.203009E,67,26.4,334
366,T,231006,072213,60.554314N,24.202946E,67,26.3,333
367,T,231006,072214,60.554371N,24.202887E,66,26.1,333
368,T,231006,072215,60.554432N,24.202831E,67,26.0,334
369,T,231006,072216,60.554489N,24.202776E,67,25.9,334
370,T,231006,072217,60.554546N,24.202724E,67,25.5,334
371,T,231006,072218,60.554604N,24.202665E,67,25.4,334
372,T,231006,072219,60.554661N,24.202612E,68,24.7,333
373,T,231006,072220,60.554714N,24.202557E,68,24.3,333
374,T,231006,072221,60.554768N,24.202503E,68,23.5,333
375,T,231006,072222,60.554821N,24.202452E,68,23.5,333
376,T,231006,072223,60.554871N,24.202400E,69,23.0,333
377,T,231006,072224,60.554920N,24.202349E,69,23.0,333
378,T,231006,072225,60.554970N,24.202295E,69,21.8,333
379,T,231006,072226,60.555016N,24.202244E,70,21.3,332
380,T,231006,072227,60.555061N,24.202194E,70,21.3,331
381,T,231006,072228,60.555107N,24.202141E,69,21.2,330
382,T,231006,072229,60.555149N,24.202087E,70,20.5,330
383,T,231006,072230,60.555191N,24.202042E,70,20.0,331
384,T,231006,072231,60.555233N,24.201994E,70,20.6,331
385,T,231006,072232,60.555271N,24.201944E,70,20.2,332
386,T,231006,072233,60.555321N,24.201895E,70,21.3,331
387,T,231006,072234,60.555359N,24.201836E,70,20.0,331
388,T,231006,072235,60.555401N,24.201778E,70,19.6,329
389,T,231006,072236,60.555447N,24.201727E,70,20.5,329
390,T,231006,072237,60.555492N,24.201675E,70,19.8,329
391,T,231006,072238,60.555534N,24.201624E,70,20.6,330
392,T,231006,072239,60.555580N,24.201574E,70,20.2,330
393,T,231006,072240,60.555630N,24.201517E,70,21.3,330
394,T,231006,072241,60.555672N,24.201464E,70,21.0,330
395,T,231006,072242,60.555721N,24.201414E,70,20.4,330
396,T,231006,072243,60.555759N,24.201359E,70,20.9,329
397,T,231006,072244,60.555805N,24.201303E,70,19.9,329
398,T,231006,072245,60.555847N,24.201250E,70,20.0,328
399,T,231006,072246,60.555893N,24.201200E,70,20.3,329
400,T,231006,072247,60.555939N,24.201155E,70,20.8,330
401,T,231006,072248,60.555984N,24.201103E,70,19.7,331
402,T,231006,072249,60.556023N,24.201050E,71,19.1,325
403,T,231006,072250,60.556068N,24.200996E,71,20.1,325
404,T,231006,072251,60.556107N,24.200941E,71,19.2,325
405,T,231006,072252,60.556149N,24.200884E,71,19.6,326
406,T,231006,072253,60.556183N,24.200825E,70,18.4,325
407,T,231006,072254,60.556221N,24.200769E,70,18.8,326
408,T,231006,072255,60.556263N,24.200722E,71,19.1,327
409,T,231006,072256,60.556305N,24.200668E,70,19.2,328
410,T,231006,072257,60.556343N,24.200617E,70,19.0,327
411,T,231006,072258,60.556385N,24.200554E,70,19.2,327
412,T,231006,072259,60.556419N,24.200495E,70,19.2,325
413,T,231006,072300,60.556461N,24.200436E,70,19.0,323
414,T,231006,072301,60.556499N,24.200377E,70,19.6,322
415,T,231006,072302,60.556541N,24.200314E,70,20.0,321
416,T,231006,072303,60.556580N,24.200253E,70,20.4,321
417,T,231006,072304,60.556625N,24.200188E,70,20.4,321
418,T,231006,072305,60.556664N,24.200125E,70,20.8,321
419,T,231006,072306,60.556709N,24.200064E,70,20.4,322
420,T,231006,072307,60.556751N,24.200006E,70,21.7,323
421,T,231006,072308,60.556801N,24.199945E,70,21.3,323
422,T,231006,072309,60.556843N,24.199884E,71,19.6,323
423,T,231006,072310,60.556881N,24.199835E,71,16.2,328
424,T,231006,072311,60.556919N,24.199812E,71,13.6,358
425,T,231006,072312,60.556953N,24.199841E,72,15.9,38
426,T,231006,072313,60.556980N,24.199902E,72,16.7,54
427,T,231006,072314,60.556999N,24.199972E,73,16.8,55
428,T,231006,072315,60.557022N,24.200045E,73,16.8,56
429,T,231006,072316,60.557049N,24.200115E,73,16.8,58
430,T,231006,072317,60.557076N,24.200216E,72,20.0,60
431,T,231006,072318,60.557102N,24.200315E,72,21.4,53
432,T,231006,072319,60.557140N,24.200394E,73,20.8,43
433,T,231006,072320,60.557186N,24.200455E,74,20.9,29
434,T,231006,072321,60.557240N,24.200499E,74,22.7,18
435,T,231006,072322,60.557301N,24.200521E,75,23.3,6
436,T,231006,072323,60.557362N,24.200533E,75,23.3,359
437,T,231006,072324,60.557419N,24.200533E,75,22.6,356
438,T,231006,072325,60.557480N,24.200527E,76,22.2,357
439,T,231006,072326,60.557537N,24.200525E,76,22.1,357
440,T,231006,072327,60.557590N,24.200529E,76,22.2,0
441,T,231006,072328,60.557644N,24.200537E,76,21.3,1
442,T,231006,072329,60.557697N,24.200539E,76,21.1,0
443,T,231006,072330,60.557747N,24.200541E,76,20.8,359
444,T,231006,072331,60.557800N,24.200537E,75,20.8,358
445,T,231006,072332,60.557854N,24.200529E,75,20.9,357
446,T,231006,072333,60.557899N,24.200525E,75,20.1,357
447,T,231006,072334,60.557953N,24.200520E,75,20.9,354
448,T,231006,072335,60.558002N,24.200508E,76,20.5,351
449,T,231006,072336,60.558052N,24.200483E,76,20.0,344
450,T,231006,072337,60.558102N,24.200459E,76,20.9,345
451,T,231006,072338,60.558151N,24.200443E,76,21.7,345
452,T,231006,072339,60.558205N,24.200441E,76,21.6,5
453,T,231006,072340,60.558262N,24.200457E,76,22.3,6
454,T,231006,072341,60.558315N,24.200474E,76,21.7,9
455,T,231006,072342,60.558372N,24.200495E,77,22.3,7
456,T,231006,072343,60.558430N,24.200510E,77,22.3,7
457,T,231006,072344,60.558483N,24.200523E,77,22.2,6
458,T,231006,072345,60.558540N,24.200537E,77,22.2,7
459,T,231006,072346,60.558594N,24.200552E,77,21.9,7
460,T,231006,072347,60.558647N,24.200569E,77,22.1,7
461,T,231006,072348,60.558704N,24.200583E,77,22.2,7
462,T,231006,072349,60.558762N,24.200592E,77,22.3,6
463,T,231006,072350,60.558815N,24.200602E,76,22.5,5
464,T,231006,072351,60.558872N,24.200609E,76,22.6,4
465,T,231006,072352,60.558929N,24.200617E,76,23.0,3
466,T,231006,072353,60.558987N,24.200624E,76,23.4,3
467,T,231006,072354,60.559048N,24.200628E,76,23.8,2
468,T,231006,072355,60.559105N,24.200630E,76,23.3,359
469,T,231006,072356,60.559162N,24.200630E,76,23.4,0
470,T,231006,072357,60.559223N,24.200630E,76,23.8,0
471,T,231006,072358,60.559284N,24.200630E,75,23.9,359
472,T,231006,072359,60.559345N,24.200628E,75,24.5,358
473,T,231006,072400,60.559402N,24.200624E,75,25.0,358
474,T,231006,072401,60.559467N,24.200619E,75,25.1,357
475,T,231006,072402,60.559528N,24.200609E,74,25.1,355
476,T,231006,072403,60.559593N,24.200598E,74,25.4,354
477,T,231006,072404,60.559654N,24.200583E,74,25.5,352
478,T,231006,072405,60.559719N,24.200560E,74,25.7,350
479,T,231006,072406,60.559780N,24.200537E,74,26.1,348
480,T,231006,072407,60.559845N,24.200504E,73,25.8,347
481,T,231006,072408,60.559910N,24.200470E,74,26.1,344
