INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
165,T,211028,092943,60.116299N,24.426889E,13,19.4,263
166,T,211028,092944,60.116287N,24.426796E,13,18.2,261
167,T,211028,092945,60.116280N,24.426697E,13,18.7,259
168,T,211028,092946,60.116272N,24.426598E,13,20.9,259
169,T,211028,092947,60.116264N,24.426493E,13,22.4,259
170,T,211028,092948,60.116257N,24.426380E,12,22.7,258
171,T,211028,092949,60.116245N,24.426266E,12,23.2,259
172,T,211028,092950,60.116234N,24.426153E,12,23.2,259
173,T,211028,092951,60.116222N,24.426041E,12,23.2,260
174,T,211028,092952,60.116215N,24.425924E,12,24.0,259
175,T,211028,092953,60.116203N,24.425812E,11,22.9,259
176,T,211028,092954,60.116192N,24.425701E,11,22.5,259
177,T,211028,092955,60.116184N,24.425592E,11,22.4,259
178,T,211028,092956,60.116173N,24.425482E,11,22.3,259
179,T,211028,092957,60.116165N,24.425371E,11,22.3,259
180,T,211028,092958,60.116158N,24.425261E,11,22.2,259
181,T,211028,092959,60.116142N,24.425148E,12,22.1,260
182,T,211028,093000,60.116135N,24.425037E,12,22.1,259
183,T,211028,093001,60.116123N,24.424931E,12,21.6,259
184,T,211028,093002,60.116119N,24.424824E,12,21.5,259
185,T,211028,093003,60.116108N,24.424717E,12,21.1,259
186,T,211028,093004,60.116100N,24.424610E,12,21.1,259
187,T,211028,093005,60.116089N,24.424505E,12,21.1,259
188,T,211028,093006,60.116081N,24.424400E,12,21.1,259
189,T,211028,093007,60.116070N,24.424295E,13,21.1,258
190,T,211028,093008,60.116058N,24.424191E,13,21.2,258
191,T,211028,093009,60.116047N,24.424084E,13,21.2,259
192,T,211028,093010,60.116039N,24.423977E,13,22.0,260
193,T,211028,093011,60.116032N,24.423870E,13,21.2,259
194,T,211028,093012,60.116020N,24.423763E,13,22.4,260
195,T,211028,093013,60.116013N,24.423653E,13,22.4,260
196,T,211028,093014,60.116005N,24.423542E,13,22.3,259
197,T,211028,093015,60.115993N,24.423429E,13,23.0,259
198,T,211028,093016,60.115978N,24.423319E,12,23.1,259
199,T,211028,093017,60.115967N,24.423204E,12,23.2,259
200,T,211028,093018,60.115959N,24.423088E,12,23.3,258
201,T,211028,093019,60.115948N,24.422972E,12,23.7,259
202,T,211028,093020,60.115940N,24.422853E,11,23.8,259
203,T,211028,093021,60.115929N,24.422733E,11,24.6,259
204,T,211028,093022,60.115921N,24.422613E,11,24.2,259
205,T,211028,093023,60.115910N,24.422497E,11,24.6,259
206,T,211028,093024,60.115894N,24.422377E,10,24.5,259
207,T,211028,093025,60.115887N,24.422256E,11,24.1,260
208,T,211028,093026,60.115875N,24.422136E,11,24.1,260
209,T,211028,093027,60.115868N,24.422016E,11,23.8,261
210,T,211028,093028,60.115860N,24.421898E,11,23.4,261
211,T,211028,093029,60.115852N,24.421783E,11,23.1,260
212,T,211028,093030,60.115841N,24.421667E,12,23.0,260
213,T,211028,093031,60.115829N,24.421556E,12,22.8,259
214,T,211028,093032,60.115814N,24.421440E,11,22.8,259
215,T,211028,093033,60.115807N,24.421324E,11,22.9,259
216,T,211028,093034,60.115799N,24.421207E,11,23.2,259
217,T,211028,093035,60.115791N,24.421091E,11,23.1,260
218,T,211028,093036,60.115780N,24.420975E,11,23.1,260
219,T,211028,093037,60.115776N,24.420856E,12,23.0,261
220,T,211028,093038,60.115768N,24.420742E,12,23.5,261
221,T,211028,093039,60.115757N,24.420628E,12,23.4,261
222,T,211028,093040,60.115753N,24.420509E,12,23.9,262
223,T,211028,093041,60.115742N,24.420387E,12,24.2,262
224,T,211028,093042,60.115730N,24.420267E,12,24.3,262
225,T,211028,093043,60.115723N,24.420147E,12,24.4,262
226,T,211028,093044,60.115711N,24.420027E,11,25.0,261
227,T,211028,093045,60.115700N,24.419905E,11,25.4,261
228,T,211028,093046,60.115688N,24.419777E,10,26.0,261
229,T,211028,093047,60.115681N,24.419645E,10,26.4,261
230,T,211028,093048,60.115673N,24.419512E,10,27.5,262
231,T,211028,093049,60.115665N,24.419374E,9,28.3,263
232,T,211028,093050,60.115658N,24.419228E,9,29.5,264
233,T,211028,093051,60.115646N,24.419077E,9,30.3,265
234,T,211028,093052,60.115639N,24.418922E,9,31.5,264
235,T,211028,093053,60.115627N,24.418764E,8,32.0,263
236,T,211028,093054,60.115612N,24.418600E,8,33.0,261
237,T,211028,093055,60.115597N,24.418438E,8,33.0,258
238,T,211028,093056,60.115578N,24.418278E,9,32.3,256
239,T,211028,093057,60.115559N,24.418123E,9,31.1,256
240,T,211028,093058,60.115540N,24.417974E,9,30.5,255
241,T,211028,093059,60.115524N,24.417833E,10,27.8,255
242,T,211028,093100,60.115505N,24.417704E,10,26.0,256
243,T,211028,093101,60.115494N,24.417578E,10,24.2,256
244,T,211028,093102,60.115479N,24.417459E,10,23.4,257
245,T,211028,093103,60.115459N,24.417343E,10,23.8,257
246,T,211028,093104,60.115448N,24.417229E,10,24.2,258
247,T,211028,093105,60.115440N,24.417110E,9,24.9,258
248,T,211028,093106,60.115429N,24.416986E,8,26.8,259
249,T,211028,093107,60.115417N,24.416849E,7,28.6,260
250,T,211028,093108,60.115402N,24.416704E,7,30.3,259
251,T,211028,093109,60.115383N,24.416552E,6,31.0,258
252,T,211028,093110,60.115368N,24.416397E,6,30.9,258
253,T,211028,093111,60.115349N,24.416245E,6,30.9,257
254,T,211028,093112,60.115334N,24.416094E,6,30.8,257
255,T,211028,093113,60.115318N,24.415943E,6,30.5,258
256,T,211028,093114,60.115303N,24.415796E,6,29.1,258
257,T,211028,093115,60.115292N,24.415653E,6,28.7,258
258,T,211028,093116,60.115280N,24.415514E,6,28.4,259
259,T,211028,093117,60.115265N,24.415375E,6,28.0,259
260,T,211028,093118,60.115253N,24.415236E,6,28.1,259
261,T,211028,093119,60.115238N,24.415096E,6,27.8,260
262,T,211028,093120,60.115223N,24.414955E,6,27.7,259
263,T,211028,093121,60.115208N,24.414820E,6,26.8,259
264,T,211028,093122,60.115200N,24.414684E,7,26.7,260
265,T,211028,093123,60.115189N,24.414551E,7,27.0,260
266,T,211028,093124,60.115177N,24.414415E,7,26.6,259
267,T,211028,093125,60.115166N,24.414284E,7,26.6,259
268,T,211028,093126,60.115150N,24.414156E,7,26.2,259
269,T,211028,093127,60.115139N,24.414028E,7,26.1,259
270,T,211028,093128,60.115128N,24.413898E,7,26.1,259
271,T,211028,093129,60.115116N,24.413771E,7,26.0,259
272,T,211028,093130,60.115101N,24.413645E,7,25.4,259
273,T,211028,093131,60.115089N,24.413519E,7,25.4,259
274,T,211028,093132,60.115082N,24.413395E,7,25.6,259
275,T,211028,093133,60.115063N,24.413267E,7,25.5,259
276,T,211028,093134,60.115055N,24.413141E,6,25.5,259
277,T,211028,093135,60.115040N,24.413015E,6,25.5,259
278,T,211028,093136,60.115025N,24.412895E,6,25.4,259
279,T,211028,093137,60.115009N,24.412769E,6,25.4,259
280,T,211028,093138,60.115002N,24.412643E,6,25.4,258
281,T,211028,093139,60.114983N,24.412521E,6,24.6,259
282,T,211028,093140,60.114975N,24.412399E,6,25.0,259
283,T,211028,093141,60.114964N,24.412277E,5,24.1,259
284,T,211028,093142,60.114952N,24.412155E,5,24.7,259
285,T,211028,093143,60.114941N,24.412031E,5,25.1,259
286,T,211028,093144,60.114929N,24.411907E,5,25.0,259
287,T,211028,093145,60.114922N,24.411783E,5,25.1,259
288,T,211028,093146,60.114906N,24.411661E,5,25.2,258
289,T,211028,093147,60.114891N,24.411539E,5,24.8,258
290,T,211028,093148,60.114883N,24.411419E,4,25.1,258
291,T,211028,093149,60.114872N,24.411297E,5,24.5,259
292,T,211028,093150,60.114864N,24.411175E,5,24.7,259
293,T,211028,093151,60.114853N,24.411053E,5,24.6,259
294,T,211028,093152,60.114841N,24.410931E,5,24.5,259
295,T,211028,093153,60.114834N,24.410810E,5,24.4,259
296,T,211028,093154,60.114819N,24.410690E,5,24.9,259
297,T,211028,093155,60.114811N,24.410564E,5,24.9,261
298,T,211028,093156,60.114803N,24.410442E,5,24.5,262
299,T,211028,093157,60.114799N,24.410318E,5,24.8,264
300,T,211028,093158,60.114792N,24.410194E,5,24.8,265
301,T,211028,093159,60.114788N,24.410069E,5,24.7,266
302,T,211028,093200,60.114784N,24.409945E,5,24.7,266
303,T,211028,093201,60.114780N,24.409824E,5,24.6,265
304,T,211028,093202,60.114773N,24.409702E,5,23.9,264
305,T,211028,093203,60.114765N,24.409584E,5,23.2,262
306,T,211028,093204,60.114754N,24.409466E,5,23.2,260
307,T,211028,093205,60.114738N,24.409355E,5,23.7,258
308,T,211028,093206,60.114727N,24.409239E,5,24.4,257
309,T,211028,093207,60.114716N,24.409117E,5,24.5,257
310,T,211028,093208,60.114704N,24.408997E,5,24.5,257
311,T,211028,093209,60.114693N,24.408875E,5,24.6,257
312,T,211028,093210,60.114681N,24.408751E,5,24.5,257
313,T,211028,093211,60.114670N,24.408630E,5,24.5,257
314,T,211028,093212,60.114651N,24.408512E,5,24.0,257
315,T,211028,093213,60.114639N,24.408396E,5,23.7,257
316,T,211028,093214,60.114628N,24.408278E,5,23.7,257
317,T,211028,093215,60.114613N,24.408161E,5,23.8,256
318,T,211028,093216,60.114597N,24.408045E,5,23.8,256
319,T,211028,093217,60.114586N,24.407927E,5,23.9,256
320,T,211028,093218,60.114571N,24.407808E,5,24.0,256
321,T,211028,093219,60.114559N,24.407688E,4,24.8,256
322,T,211028,093220,60.114544N,24.407566E,5,24.1,257
323,T,211028,093221,60.114532N,24.407450E,4,24.0,258
324,T,211028,093222,60.114521N,24.407328E,4,25.0,257
325,T,211028,093223,60.114510N,24.407209E,4,23.6,258
326,T,211028,093224,60.114494N,24.407091E,4,23.7,258
327,T,211028,093225,60.114483N,24.406975E,5,23.8,257
328,T,211028,093226,60.114471N,24.406858E,5,23.2,257
329,T,211028,093227,60.114460N,24.406744E,5,23.2,257
330,T,211028,093228,60.114449N,24.406630E,5,23.3,257
331,T,211028,093229,60.114437N,24.406515E,5,23.4,258
332,T,211028,093230,60.114426N,24.406401E,5,23.5,258
333,T,211028,093231,60.114410N,24.406284E,5,23.5,258
334,T,211028,093232,60.114399N,24.406168E,5,23.5,258
335,T,211028,093233,60.114391N,24.406054E,5,23.5,259
336,T,211028,093234,60.114380N,24.405937E,5,23.5,258
337,T,211028,093235,60.114368N,24.405821E,5,23.6,258
338,T,211028,093236,60.114361N,24.405697E,5,23.6,259
339,T,211028,093237,60.114346N,24.405577E,5,23.7,259
340,T,211028,093238,60.114326N,24.405458E,5,23.6,259
341,T,211028,093239,60.114319N,24.405342E,6,23.6,259
342,T,211028,093240,60.114307N,24.405228E,5,22.9,259
343,T,211028,093241,60.114296N,24.405115E,5,22.9,258
344,T,211028,093242,60.114285N,24.405005E,5,23.0,259
345,T,211028,093243,60.114273N,24.404888E,5,23.1,259
346,T,211028,093244,60.114265N,24.404776E,5,22.3,259
347,T,211028,093245,60.114250N,24.404663E,5,22.5,260
348,T,211028,093246,60.114239N,24.404552E,5,23.1,260
349,T,211028,093247,60.114231N,24.404438E,4,23.1,260
350,T,211028,093248,60.114220N,24.404324E,4,23.1,259
351,T,211028,093249,60.114208N,24.404209E,4,23.2,260
352,T,211028,093250,60.114201N,24.404095E,4,23.2,260
353,T,211028,093251,60.114193N,24.403980E,5,22.9,259
354,T,211028,093252,60.114182N,24.403866E,4,22.9,259
355,T,211028,093253,60.114166N,24.403755E,4,22.6,258
356,T,211028,093254,60.114155N,24.403646E,4,22.5,256
357,T,211028,093255,60.114140N,24.403536E,4,22.4,254
358,T,211028,093256,60.114124N,24.403433E,4,21.7,252
359,T,211028,093257,60.114109N,24.403328E,5,21.6,249
360,T,211028,093258,60.114086N,24.403227E,5,20.9,248
361,T,211028,093259,60.114075N,24.403126E,5,20.9,250
362,T,211028,093300,60.114059N,24.403025E,5,20.6,251
363,T,211028,093301,60.114048N,24.402924E,6,20.5,252
364,T,211028,093302,60.114040N,24.402824E,6,20.2,253
365,T,211028,093303,60.114033N,24.402721E,7,20.2,255
366,T,211028,093304,60.114021N,24.402622E,7,20.2,256
367,T,211028,093305,60.114010N,24.402521E,7,20.7,258
368,T,211028,093306,60.113995N,24.402416E,7,21.5,258
369,T,211028,093307,60.113983N,24.402315E,7,20.8,258
370,T,211028,093308,60.113972N,24.402216E,7,21.7,257
371,T,211028,093309,60.113964N,24.402103E,7,21.7,257
372,T,211028,093310,60.113953N,24.401997E,7,21.4,257
373,T,211028,093311,60.113941N,24.401890E,7,21.4,256
374,T,211028,093312,60.113930N,24.401785E,7,21.5,256
375,T,211028,093313,60.113914N,24.401676E,7,21.1,255
376,T,211028,093314,60.113903N,24.401567E,8,21.6,255
377,T,211028,093315,60.113895N,24.401463E,8,21.3,256
378,T,211028,093316,60.113884N,24.401356E,8,21.2,256
379,T,211028,093317,60.113873N,24.401255E,8,21.0,256
380,T,211028,093318,60.113861N,24.401150E,8,21.0,255
381,T,211028,093319,60.113846N,24.401049E,8,21.0,254
382,T,211028,093320,60.113831N,24.400944E,9,21.1,255
383,T,211028,093321,60.113819N,24.400839E,9,21.2,255
384,T,211028,093322,60.113804N,24.400734E,9,21.9,255
385,T,211028,093323,60.113792N,24.400623E,9,22.0,255
386,T,211028,093324,60.113781N,24.400517E,9,22.0,255
387,T,211028,093325,60.113766N,24.400406E,10,21.9,254
388,T,211028,093326,60.113750N,24.400299E,10,22.0,255
389,T,211028,093327,60.113739N,24.400194E,10,22.0,255
390,T,211028,093328,60.113728N,24.400084E,10,22.0,255
391,T,211028,093329,60.113712N,24.399979E,10,22.0,255
392,T,211028,093330,60.113701N,24.399870E,10,22.1,255
393,T,211028,093331,60.113686N,24.399761E,10,22.0,254
394,T,211028,093332,60.113670N,24.399654E,10,22.1,254
395,T,211028,093333,60.113651N,24.399548E,10,22.1,253
396,T,211028,093334,60.113636N,24.399443E,10,22.0,253
397,T,211028,093335,60.113621N,24.399336E,10,21.4,253
398,T,211028,093336,60.113609N,24.399233E,10,22.0,254
399,T,211028,093337,60.113590N,24.399130E,10,21.3,253
400,T,211028,093338,60.113571N,24.399027E,10,21.5,253
401,T,211028,093339,60.113556N,24.398918E,10,22.0,252
402,T,211028,093340,60.113541N,24.398811E,10,22.0,252
403,T,211028,093341,60.113525N,24.398706E,10,21.9,251
404,T,211028,093342,60.113506N,24.398602E,10,22.2,251
405,T,211028,093343,60.113487N,24.398497E,10,21.9,252
406,T,211028,093344,60.113472N,24.398390E,10,22.0,252
407,T,211028,093345,60.113457N,24.398285E,10,22.1,252
408,T,211028,093346,60.113438N,24.398178E,10,22.2,251
409,T,211028,093347,60.113419N,24.398071E,10,22.3,251
410,T,211028,093348,60.113403N,24.397961E,11,22.3,252
411,T,211028,093349,60.113388N,24.397852E,11,22.3,252
412,T,211028,093350,60.113373N,24.397743E,11,22.2,252
413,T,211028,093351,60.113358N,24.397636E,11,22.6,252
414,T,211028,093352,60.113338N,24.397526E,11,22.6,252
415,T,211028,093353,60.113319N,24.397417E,11,22.7,252
416,T,211028,093354,60.113304N,24.397308E,11,22.7,252
417,T,211028,093355,60.113289N,24.397202E,11,22.3,252
418,T,211028,093356,60.113274N,24.397097E,11,22.0,251
419,T,211028,093357,60.113255N,24.396990E,10,22.1,252
420,T,211028,093358,60.113239N,24.396885E,10,22.0,251
421,T,211028,093359,60.113220N,24.396782E,10,22.0,251
422,T,211028,093400,60.113205N,24.396675E,10,21.9,252
423,T,211028,093401,60.113194N,24.396568E,10,21.8,252
424,T,211028,093402,60.113171N,24.396463E,11,21.8,252
425,T,211028,093403,60.113155N,24.396358E,10,21.8,252
426,T,211028,093404,60.113140N,24.396255E,10,21.9,251
427,T,211028,093405,60.113121N,24.396154E,10,21.8,250
428,T,211028,093406,60.113098N,24.396049E,10,21.9,249
429,T,211028,093407,60.113079N,24.395948E,10,22.2,247
430,T,211028,093408,60.113056N,24.395844E,10,22.2,246
431,T,211028,093409,60.113041N,24.395741E,10,22.2,247
432,T,211028,093410,60.113022N,24.395636E,10,22.1,247
433,T,211028,093411,60.112999N,24.395531E,11,21.8,247
434,T,211028,093412,60.112980N,24.395428E,11,21.7,248
435,T,211028,093413,60.112961N,24.395329E,11,21.6,248
436,T,211028,093414,60.112942N,24.395229E,11,21.1,248
437,T,211028,093415,60.112919N,24.395134E,11,21.1,249
438,T,211028,093416,60.112900N,24.395037E,11,20.8,248
439,T,211028,093417,60.112885N,24.394943E,11,20.9,248
440,T,211028,093418,60.112862N,24.394846E,11,21.9,248
441,T,211028,093419,60.112843N,24.394747E,11,21.5,248
442,T,211028,093420,60.112823N,24.394648E,11,21.6,248
443,T,211028,093421,60.112804N,24.394547E,12,21.5,249
444,T,211028,093422,60.112785N,24.394445E,12,21.6,250
445,T,211028,093423,60.112766N,24.394346E,12,21.5,250
446,T,211028,093424,60.112747N,24.394243E,12,21.5,250
447,T,211028,093425,60.112728N,24.394144E,13,21.4,250
448,T,211028,093426,60.112713N,24.394045E,13,21.3,251
449,T,211028,093427,60.112698N,24.393942E,13,21.3,251
450,T,211028,093428,60.112679N,24.393843E,13,21.3,252
451,T,211028,093429,60.112663N,24.393740E,13,21.3,251
452,T,211028,093430,60.112644N,24.393641E,13,21.8,250
453,T,211028,093431,60.112625N,24.393536E,13,21.8,250
454,T,211028,093432,60.112610N,24.393435E,13,21.8,250
455,T,211028,093433,60.112587N,24.393333E,13,21.3,249
456,T,211028,093434,60.112568N,24.393232E,13,21.5,249
457,T,211028,093435,60.112545N,24.393129E,14,21.4,248
458,T,211028,093436,60.112522N,24.393032E,14,21.3,247
459,T,211028,093437,60.112503N,24.392937E,14,20.9,246
460,T,211028,093438,60.112484N,24.392839E,14,20.9,246
461,T,211028,093439,60.112465N,24.392746E,14,20.2,246
462,T,211028,093440,60.112438N,24.392664E,15,20.2,247
463,T,211028,093441,60.112419N,24.392580E,15,19.7,247
464,T,211028,093442,60.112400N,24.392490E,15,19.3,247
465,T,211028,093443,60.112381N,24.392405E,15,18.9,247
466,T,211028,093444,60.112358N,24.392323E,16,18.9,246
467,T,211028,093445,60.112343N,24.392241E,16,17.2,247
468,T,211028,093446,60.112328N,24.392159E,16,17.1,247
469,T,211028,093447,60.112312N,24.392080E,17,17.2,246
