INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
246,T,260601,052408,60.395428N,25.667391E,15,12.4,341
247,T,260601,052409,60.395458N,25.667368E,16,11.6,340
248,T,260601,052410,60.395489N,25.667345E,16,10.9,340
249,T,260601,052411,60.395512N,25.667336E,16,7.7,340
250,T,260601,052412,60.395531N,25.667353E,16,9.6,38
251,T,260601,052413,60.395542N,25.667397E,16,11.3,40
252,T,260601,052414,60.395561N,25.667448E,17,12.3,43
253,T,260601,052415,60.395576N,25.667513E,18,14.3,45
254,T,260601,052416,60.395596N,25.667583E,17,15.7,47
255,T,260601,052417,60.395618N,25.667662E,17,15.7,49
256,T,260601,052418,60.395638N,25.667734E,18,13.9,51
257,T,260601,052419,60.395653N,25.667791E,18,11.5,52
258,T,260601,052420,60.395664N,25.667839E,17,9.5,54
259,T,260601,052421,60.395672N,25.667883E,17,8.5,55
260,T,260601,052422,60.395679N,25.667921E,17,9.2,59
261,T,260601,052423,60.395695N,25.667969E,17,12.3,60
262,T,260601,052424,60.395714N,25.668032E,18,15.0,62
263,T,260601,052425,60.395729N,25.668106E,18,17.3,62
264,T,260601,052426,60.395752N,25.668190E,18,18.5,62
265,T,260601,052427,60.395767N,25.668278E,18,17.6,66
266,T,260601,052428,60.395782N,25.668377E,18,17.9,65
267,T,260601,052429,60.395805N,25.668465E,18,18.5,64
268,T,260601,052430,60.395821N,25.668560E,19,18.9,64
269,T,260601,052431,60.395840N,25.668652E,19,19.5,63
270,T,260601,052432,60.395859N,25.668747E,20,19.9,62
271,T,260601,052433,60.395882N,25.668839E,20,20.0,63
272,T,260601,052434,60.395897N,25.668930E,21,19.4,64
273,T,260601,052435,60.395912N,25.669022E,21,19.3,66
274,T,260601,052436,60.395931N,25.669113E,21,19.5,66
275,T,260601,052437,60.395954N,25.669210E,21,18.8,65
276,T,260601,052438,60.395973N,25.669304E,21,19.5,66
277,T,260601,052439,60.395992N,25.669397E,21,19.3,66
278,T,260601,052440,60.396011N,25.669485E,21,19.4,64
279,T,260601,052441,60.396030N,25.669575E,21,19.4,64
280,T,260601,052442,60.396049N,25.669662E,20,19.4,64
281,T,260601,052443,60.396065N,25.669750E,20,18.6,66
282,T,260601,052444,60.396080N,25.669836E,19,19.4,67
283,T,260601,052445,60.396099N,25.669920E,19,19.4,70
284,T,260601,052446,60.396126N,25.669998E,19,17.7,71
285,T,260601,052447,60.396145N,25.670076E,20,18.1,70
286,T,260601,052448,60.396168N,25.670164E,20,19.3,68
287,T,260601,052449,60.396191N,25.670254E,20,18.5,67
288,T,260601,052450,60.396221N,25.670340E,20,17.7,67
289,T,260601,052451,60.396248N,25.670429E,20,19.0,67
290,T,260601,052452,60.396271N,25.670521E,21,18.7,66
291,T,260601,052453,60.396294N,25.670614E,20,18.7,66
292,T,260601,052454,60.396313N,25.670700E,20,18.8,65
293,T,260601,052455,60.396336N,25.670786E,20,19.2,63
294,T,260601,052456,60.396351N,25.670870E,20,17.9,63
295,T,260601,052457,60.396374N,25.670950E,20,17.6,63
296,T,260601,052458,60.396393N,25.671030E,21,17.9,64
297,T,260601,052459,60.396400N,25.671108E,21,16.5,65
298,T,260601,052500,60.396423N,25.671171E,21,16.0,65
299,T,260601,052501,60.396442N,25.671242E,21,15.3,63
300,T,260601,052502,60.396454N,25.671312E,21,14.8,69
301,T,260601,052503,60.396465N,25.671391E,21,16.7,67
302,T,260601,052504,60.396481N,25.671473E,21,16.7,68
303,T,260601,052505,60.396500N,25.671551E,21,16.7,68
304,T,260601,052506,60.396519N,25.671633E,21,17.4,67
305,T,260601,052507,60.396542N,25.671717E,21,18.3,66
306,T,260601,052508,60.396561N,25.671804E,22,18.8,67
307,T,260601,052509,60.396584N,25.671896E,22,19.5,66
308,T,260601,052510,60.396606N,25.671984E,22,19.0,64
309,T,260601,052511,60.396629N,25.672068E,22,19.3,63
310,T,260601,052512,60.396648N,25.672157E,22,19.8,63
311,T,260601,052513,60.396667N,25.672251E,22,19.8,63
312,T,260601,052514,60.396687N,25.672344E,23,20.2,64
313,T,260601,052515,60.396713N,25.672438E,23,20.2,66
314,T,260601,052516,60.396729N,25.672535E,23,20.8,67
315,T,260601,052517,60.396751N,25.672632E,23,20.9,67
316,T,260601,052518,60.396770N,25.672728E,23,19.9,67
317,T,260601,052519,60.396793N,25.672825E,22,20.5,66
318,T,260601,052520,60.396812N,25.672920E,22,20.1,66
319,T,260601,052521,60.396832N,25.673014E,22,19.7,65
320,T,260601,052522,60.396851N,25.673105E,22,19.7,66
321,T,260601,052523,60.396873N,25.673199E,22,19.3,66
322,T,260601,052524,60.396889N,25.673292E,22,19.0,67
323,T,260601,052525,60.396912N,25.673380E,22,18.9,67
324,T,260601,052526,60.396931N,25.673468E,22,19.5,67
325,T,260601,052527,60.396954N,25.673557E,22,19.1,66
326,T,260601,052528,60.396973N,25.673649E,22,19.5,66
327,T,260601,052529,60.396992N,25.673738E,22,19.5,66
328,T,260601,052530,60.397018N,25.673824E,22,18.7,66
329,T,260601,052531,60.397041N,25.673912E,22,18.6,66
330,T,260601,052532,60.397064N,25.673996E,23,18.6,65
331,T,260601,052533,60.397087N,25.674080E,23,19.1,65
332,T,260601,052534,60.397106N,25.674164E,23,18.5,65
333,T,260601,052535,60.397129N,25.674248E,23,18.1,65
334,T,260601,052536,60.397141N,25.674335E,24,18.1,66
335,T,260601,052537,60.397156N,25.674423E,24,18.0,67
336,T,260601,052538,60.397163N,25.674509E,24,17.9,68
337,T,260601,052539,60.397167N,25.674597E,24,17.9,75
338,T,260601,052540,60.397179N,25.674683E,24,18.0,72
339,T,260601,052541,60.397198N,25.674768E,25,17.5,72
340,T,260601,052542,60.397213N,25.674852E,25,16.8,67
341,T,260601,052543,60.397236N,25.674929E,25,16.2,55
342,T,260601,052544,60.397259N,25.674984E,25,15.0,43
343,T,260601,052545,60.397289N,25.675035E,25,11.4,46
344,T,260601,052546,60.397312N,25.675083E,26,14.6,44
345,T,260601,052547,60.397339N,25.675144E,26,16.2,52
346,T,260601,052548,60.397366N,25.675220E,26,18.4,59
347,T,260601,052549,60.397388N,25.675297E,27,16.2,59
348,T,260601,052550,60.397408N,25.675367E,27,17.0,58
349,T,260601,052551,60.397430N,25.675442E,28,16.9,59
350,T,260601,052552,60.397453N,25.675518E,28,17.6,61
351,T,260601,052553,60.397472N,25.675598E,28,17.9,62
352,T,260601,052554,60.397491N,25.675676E,29,17.9,62
353,T,260601,052555,60.397511N,25.675760E,29,17.8,64
354,T,260601,052556,60.397533N,25.675842E,29,17.9,63
355,T,260601,052557,60.397552N,25.675926E,28,17.9,67
356,T,260601,052558,60.397568N,25.676012E,28,17.8,67
357,T,260601,052559,60.397587N,25.676096E,28,17.9,66
358,T,260601,052600,60.397610N,25.676180E,28,17.2,65
359,T,260601,052601,60.397629N,25.676273E,28,17.2,67
360,T,260601,052602,60.397644N,25.676359E,28,18.1,70
361,T,260601,052603,60.397663N,25.676449E,27,17.5,67
362,T,260601,052604,60.397678N,25.676535E,27,17.6,68
363,T,260601,052605,60.397701N,25.676615E,27,17.7,68
364,T,260601,052606,60.397720N,25.676697E,27,17.8,66
365,T,260601,052607,60.397743N,25.676781E,27,17.9,65
366,T,260601,052608,60.397762N,25.676863E,28,17.6,64
367,T,260601,052609,60.397789N,25.676945E,29,17.7,64
368,T,260601,052610,60.397808N,25.677029E,29,17.7,64
369,T,260601,052611,60.397827N,25.677111E,29,17.7,64
370,T,260601,052612,60.397846N,25.677193E,29,17.6,64
371,T,260601,052613,60.397869N,25.677273E,29,17.5,64
372,T,260601,052614,60.397884N,25.677355E,29,17.5,65
373,T,260601,052615,60.397903N,25.677437E,29,17.5,66
374,T,260601,052616,60.397919N,25.677517E,29,18.0,67
375,T,260601,052617,60.397938N,25.677601E,29,18.0,67
376,T,260601,052618,60.397957N,25.677683E,29,17.7,66
377,T,260601,052619,60.397976N,25.677759E,29,17.3,66
378,T,260601,052620,60.397995N,25.677839E,29,17.2,65
379,T,260601,052621,60.398010N,25.677916E,28,16.9,64
380,T,260601,052622,60.398033N,25.677992E,28,16.8,64
381,T,260601,052623,60.398052N,25.678066E,29,16.7,65
382,T,260601,052624,60.398071N,25.678144E,29,16.9,65
383,T,260601,052625,60.398087N,25.678226E,29,17.0,66
384,T,260601,052626,60.398109N,25.678310E,29,17.7,66
385,T,260601,052627,60.398125N,25.678396E,29,17.6,66
386,T,260601,052628,60.398140N,25.678478E,29,17.7,67
387,T,260601,052629,60.398159N,25.678560E,30,17.6,67
388,T,260601,052630,60.398178N,25.678642E,30,17.5,66
389,T,260601,052631,60.398201N,25.678720E,30,17.5,65
390,T,260601,052632,60.398220N,25.678799E,30,17.5,64
391,T,260601,052633,60.398235N,25.678883E,30,17.9,64
392,T,260601,052634,60.398254N,25.678965E,31,17.7,64
393,T,260601,052635,60.398273N,25.679049E,31,17.8,71
394,T,260601,052636,60.398289N,25.679131E,31,17.7,70
395,T,260601,052637,60.398304N,25.679213E,31,18.1,69
396,T,260601,052638,60.398323N,25.679296E,30,18.5,67
397,T,260601,052639,60.398342N,25.679382E,30,18.4,64
398,T,260601,052640,60.398365N,25.679466E,30,18.5,64
399,T,260601,052641,60.398392N,25.679546E,30,18.9,63
400,T,260601,052642,60.398411N,25.679632E,31,19.2,64
401,T,260601,052643,60.398434N,25.679716E,31,19.1,65
402,T,260601,052644,60.398453N,25.679804E,31,19.2,66
403,T,260601,052645,60.398472N,25.679899E,31,19.5,66
404,T,260601,052646,60.398491N,25.679995E,31,20.2,65
405,T,260601,052647,60.398514N,25.680086E,31,19.6,64
406,T,260601,052648,60.398533N,25.680180E,31,19.7,65
407,T,260601,052649,60.398552N,25.680271E,31,19.7,65
408,T,260601,052650,60.398571N,25.680367E,31,20.5,66
409,T,260601,052651,60.398594N,25.680462E,31,20.0,66
410,T,260601,052652,60.398613N,25.680553E,31,19.6,66
411,T,260601,052653,60.398632N,25.680647E,31,20.7,65
412,T,260601,052654,60.398651N,25.680742E,31,20.3,66
413,T,260601,052655,60.398670N,25.680836E,31,19.9,66
414,T,260601,052656,60.398693N,25.680931E,31,20.0,67
415,T,260601,052657,60.398712N,25.681025E,30,19.7,67
416,T,260601,052658,60.398727N,25.681118E,30,19.8,68
417,T,260601,052659,60.398750N,25.681211E,30,19.8,67
418,T,260601,052700,60.398769N,25.681305E,30,19.8,68
419,T,260601,052701,60.398788N,25.681400E,30,19.9,69
420,T,260601,052702,60.398804N,25.681496E,30,19.6,70
421,T,260601,052703,60.398819N,25.681589E,30,19.6,70
422,T,260601,052704,60.398834N,25.681686E,30,19.7,72
423,T,260601,052705,60.398849N,25.681780E,30,19.6,72
424,T,260601,052706,60.398869N,25.681875E,30,18.9,73
425,T,260601,052707,60.398884N,25.681967E,30,19.2,72
426,T,260601,052708,60.398899N,25.682056E,29,18.9,70
427,T,260601,052709,60.398918N,25.682142E,30,18.6,68
428,T,260601,052710,60.398941N,25.682228E,30,18.5,66
429,T,260601,052711,60.398964N,25.682316E,30,17.5,67
430,T,260601,052712,60.398983N,25.682398E,31,16.9,67
431,T,260601,052713,60.399010N,25.682480E,31,17.5,63
432,T,260601,052714,60.399029N,25.682566E,31,19.4,63
433,T,260601,052715,60.399052N,25.682652E,31,19.3,60
434,T,260601,052716,60.399075N,25.682734E,31,19.0,60
435,T,260601,052717,60.399101N,25.682816E,32,19.5,59
436,T,260601,052718,60.399124N,25.682896E,32,19.3,59
437,T,260601,052719,60.399151N,25.682978E,32,18.6,58
438,T,260601,052720,60.399162N,25.683064E,33,17.4,71
439,T,260601,052721,60.399178N,25.683155E,33,20.2,81
440,T,260601,052722,60.399178N,25.683252E,32,18.8,91
441,T,260601,052723,60.399166N,25.683344E,32,19.5,106
442,T,260601,052724,60.399155N,25.683435E,33,18.5,103
443,T,260601,052725,60.399143N,25.683523E,33,18.4,105
444,T,260601,052726,60.399132N,25.683613E,33,18.4,104
445,T,260601,052727,60.399120N,25.683702E,33,18.4,103
446,T,260601,052728,60.399113N,25.683796E,33,18.2,101
447,T,260601,052729,60.399109N,25.683886E,33,17.9,94
448,T,260601,052730,60.399113N,25.683977E,34,18.0,83
449,T,260601,052731,60.399120N,25.684071E,34,18.8,75
450,T,260601,052732,60.399128N,25.684164E,34,18.9,73
451,T,260601,052733,60.399143N,25.684256E,34,18.7,69
452,T,260601,052734,60.399158N,25.684341E,34,18.2,70
453,T,260601,052735,60.399174N,25.684429E,34,17.4,81
454,T,260601,052736,60.399181N,25.684511E,34,16.1,83
455,T,260601,052737,60.399185N,25.684589E,34,15.0,82
456,T,260601,052738,60.399200N,25.684656E,34,13.6,79
457,T,260601,052739,60.399227N,25.684698E,35,14.3,73
458,T,260601,052740,60.399261N,25.684727E,35,15.2,68
459,T,260601,052741,60.399296N,25.684759E,35,17.0,63
460,T,260601,052742,60.399338N,25.684799E,36,18.3,59
461,T,260601,052743,60.399368N,25.684847E,36,18.8,55
462,T,260601,052744,60.399406N,25.684896E,36,18.2,52
463,T,260601,052745,60.399452N,25.684938E,36,18.1,49
464,T,260601,052746,60.399487N,25.684984E,36,18.1,47
465,T,260601,052747,60.399529N,25.685034E,36,18.6,45
466,T,260601,052748,60.399567N,25.685083E,36,18.7,43
467,T,260601,052749,60.399605N,25.685137E,36,18.7,29
468,T,260601,052750,60.399647N,25.685181E,36,18.8,27
469,T,260601,052751,60.399689N,25.685230E,36,19.8,30
470,T,260601,052752,60.399731N,25.685282E,36,19.3,31
471,T,260601,052753,60.399776N,25.685331E,36,20.0,30
472,T,260601,052754,60.399818N,25.685387E,37,19.5,31
473,T,260601,052755,60.399860N,25.685436E,37,19.5,31
474,T,260601,052756,60.399899N,25.685488E,37,19.1,31
475,T,260601,052757,60.399940N,25.685537E,37,20.1,31
476,T,260601,052758,60.399979N,25.685593E,38,20.0,30
477,T,260601,052759,60.400024N,25.685640E,38,20.0,29
478,T,260601,052800,60.400066N,25.685696E,38,20.5,29
479,T,260601,052801,60.400112N,25.685749E,38,20.5,30
480,T,260601,052802,60.400150N,25.685804E,38,20.9,30
481,T,260601,052803,60.400196N,25.685862E,38,20.2,31
482,T,260601,052804,60.400242N,25.685913E,38,19.7,31
483,T,260601,052805,60.400280N,25.685965E,38,20.0,31
484,T,260601,052806,60.400326N,25.686018E,38,20.1,30
485,T,260601,052807,60.400368N,25.686068E,38,20.2,30
486,T,260601,052808,60.400414N,25.686119E,38,20.3,30
487,T,260601,052809,60.400455N,25.686172E,38,20.2,30
488,T,260601,052810,60.400501N,25.686224E,38,20.0,31
489,T,260601,052811,60.400539N,25.686279E,38,20.8,32
490,T,260601,052812,60.400585N,25.686338E,38,20.8,33
491,T,260601,052813,60.400627N,25.686396E,38,20.7,33
492,T,260601,052814,60.400673N,25.686453E,38,20.7,33
493,T,260601,052815,60.400715N,25.686506E,38,21.1,31
494,T,260601,052816,60.400761N,25.686560E,38,20.3,31
495,T,260601,052817,60.400803N,25.686611E,38,20.4,30
496,T,260601,052818,60.400848N,25.686665E,38,20.4,30
497,T,260601,052819,60.400890N,25.686716E,38,20.8,30
498,T,260601,052820,60.400940N,25.686773E,38,21.8,31
499,T,260601,052821,60.400982N,25.686836E,39,21.2,31
500,T,260601,052822,60.401024N,25.686892E,38,21.1,31
501,T,260601,052823,60.401073N,25.686949E,38,21.5,31
502,T,260601,052824,60.401115N,25.687004E,38,21.6,31
503,T,260601,052825,60.401165N,25.687057E,38,22.2,30
504,T,260601,052826,60.401211N,25.687115E,38,21.8,30
505,T,260601,052827,60.401260N,25.687166E,38,21.8,30
506,T,260601,052828,60.401306N,25.687223E,38,21.4,31
507,T,260601,052829,60.401356N,25.687284E,38,21.4,32
508,T,260601,052830,60.401402N,25.687342E,38,21.4,32
509,T,260601,052831,60.401443N,25.687401E,38,21.5,32
510,T,260601,052832,60.401489N,25.687454E,38,21.1,31
511,T,260601,052833,60.401539N,25.687506E,38,22.2,30
512,T,260601,052834,60.401585N,25.687565E,38,21.5,30
513,T,260601,052835,60.401630N,25.687622E,38,21.5,31
514,T,260601,052836,60.401680N,25.687679E,38,22.1,31
515,T,260601,052837,60.401730N,25.687738E,37,21.4,31
516,T,260601,052838,60.401772N,25.687794E,37,22.1,31
517,T,260601,052839,60.401821N,25.687847E,37,22.2,29
518,T,260601,052840,60.401867N,25.687904E,37,20.7,33
519,T,260601,052841,60.401913N,25.687963E,37,20.7,33
520,T,260601,052842,60.401955N,25.688023E,37,21.8,31
521,T,260601,052843,60.402004N,25.688082E,37,21.8,32
522,T,260601,052844,60.402046N,25.688143E,37,22.2,31
523,T,260601,052845,60.402100N,25.688196E,37,21.3,29
524,T,260601,052846,60.402149N,25.688251E,37,21.9,29
525,T,260601,052847,60.402191N,25.688307E,37,20.7,31
526,T,260601,052848,60.402237N,25.688366E,37,19.9,32
527,T,260601,052849,60.402279N,25.688417E,37,19.5,32
528,T,260601,052850,60.402321N,25.688471E,37,19.5,32
529,T,260601,052851,60.402363N,25.688526E,36,19.3,32
530,T,260601,052852,60.402409N,25.688581E,37,19.7,32
531,T,260601,052853,60.402454N,25.688637E,37,20.1,31
532,T,260601,052854,60.402496N,25.688686E,37,20.4,31
533,T,260601,052855,60.402538N,25.688740E,37,20.3,30
534,T,260601,052856,60.402584N,25.688789E,37,19.9,30
535,T,260601,052857,60.402618N,25.688845E,37,16.9,37
536,T,260601,052858,60.402645N,25.688896E,36,12.5,52
537,T,260601,052859,60.402660N,25.688944E,36,11.0,67
538,T,260601,052900,60.402672N,25.688995E,36,10.5,80
539,T,260601,052901,60.402676N,25.689045E,35,9.3,78
540,T,260601,052902,60.402679N,25.689091E,35,9.3,76
541,T,260601,052903,60.402691N,25.689135E,35,10.8,74
542,T,260601,052904,60.402714N,25.689171E,35,12.8,69
543,T,260601,052905,60.402744N,25.689186E,35,14.5,62
544,T,260601,052906,60.402779N,25.689173E,35,15.7,340
545,T,260601,052907,60.402817N,25.689142E,35,16.1,338
546,T,260601,052908,60.402851N,25.689108E,35,16.0,336
547,T,260601,052909,60.402889N,25.689068E,35,15.9,329
548,T,260601,052910,60.402924N,25.689020E,35,16.0,319
549,T,260601,052911,60.402946N,25.688955E,35,16.1,295
550,T,260601,052912,60.402966N,25.688875E,35,16.6,289
551,T,260601,052913,60.402981N,25.688799E,35,16.5,293
552,T,260601,052914,60.403000N,25.688723E,36,16.6,294
553,T,260601,052915,60.403023N,25.688654E,36,16.7,295
554,T,260601,052916,60.403057N,25.688604E,36,16.8,299
555,T,260601,052917,60.403099N,25.688583E,36,17.5,305
556,T,260601,052918,60.403141N,25.688597E,36,17.6,15
557,T,260601,052919,60.403183N,25.688635E,36,18.1,16
558,T,260601,052920,60.403229N,25.688679E,36,18.8,17
559,T,260601,052921,60.403271N,25.688725E,36,18.9,18
560,T,260601,052922,60.403316N,25.688770E,36,18.8,19
561,T,260601,052923,60.403358N,25.688812E,36,18.8,19
562,T,260601,052924,60.403408N,25.688847E,36,19.3,19
563,T,260601,052925,60.403461N,25.688885E,36,21.1,19
564,T,260601,052926,60.403511N,25.688925E,35,21.7,20
565,T,260601,052927,60.403564N,25.688971E,35,21.7,21
566,T,260601,052928,60.403618N,25.689026E,35,22.7,22
567,T,260601,052929,60.403664N,25.689087E,35,23.1,23
568,T,260601,052930,60.403717N,25.689146E,35,23.2,23
569,T,260601,052931,60.403767N,25.689205E,35,23.3,24
570,T,260601,052932,60.403816N,25.689270E,35,23.6,25
571,T,260601,052933,60.403873N,25.689337E,35,24.8,26
572,T,260601,052934,60.403923N,25.689400E,35,24.8,26
573,T,260601,052935,60.403976N,25.689466E,34,24.8,28
574,T,260601,052936,60.404034N,25.689533E,34,25.2,30
575,T,260601,052937,60.404083N,25.689602E,34,25.7,31
576,T,260601,052938,60.404140N,25.689672E,34,26.2,32
577,T,260601,052939,60.404202N,25.689741E,34,26.8,32
578,T,260601,052940,60.404259N,25.689814E,34,27.4,32
579,T,260601,052941,60.404320N,25.689888E,33,28.1,32
580,T,260601,052942,60.404381N,25.689964E,33,28.7,32
581,T,260601,052943,60.404442N,25.690044E,32,28.7,32
582,T,260601,052944,60.404499N,25.690119E,32,29.3,31
583,T,260601,052945,60.404568N,25.690195E,32,30.2,31
584,T,260601,052946,60.404633N,25.690275E,31,30.6,31
585,T,260601,052947,60.404697N,25.690359E,31,31.2,31
586,T,260601,052948,60.404762N,25.690445E,30,31.5,31
587,T,260601,052949,60.404831N,25.690525E,30,31.7,31
588,T,260601,052950,60.404900N,25.690607E,30,31.7,31
589,T,260601,052951,60.404968N,25.690695E,30,32.1,31
590,T,260601,052952,60.405037N,25.690779E,29,32.8,31
591,T,260601,052953,60.405113N,25.690865E,29,33.3,31
592,T,260601,052954,60.405190N,25.690950E,29,34.1,31
593,T,260601,052955,60.405258N,25.691040E,28,35.0,31
594,T,260601,052956,60.405334N,25.691133E,27,35.9,31
595,T,260601,052957,60.405411N,25.691229E,27,36.6,31
596,T,260601,052958,60.405487N,25.691324E,26,37.2,31
597,T,260601,052959,60.405567N,25.691418E,26,37.5,30
598,T,260601,053000,60.405647N,25.691517E,25,38.4,30
599,T,260601,053001,60.405731N,25.691616E,24,39.5,30
600,T,260601,053002,60.405811N,25.691719E,23,39.2,30
601,T,260601,053003,60.405895N,25.691826E,23,39.1,31
602,T,260601,053004,60.405975N,25.691936E,22,39.6,32
603,T,260601,053005,60.406059N,25.692045E,22,39.3,32
604,T,260601,053006,60.406139N,25.692154E,21,39.3,32
605,T,260601,053007,60.406223N,25.692261E,20,38.5,32
606,T,260601,053008,60.406307N,25.692364E,20,38.6,32
607,T,260601,053009,60.406391N,25.692467E,19,38.7,31
608,T,260601,053010,60.406475N,25.692568E,19,38.6,31
609,T,260601,053011,60.406559N,25.692669E,18,37.9,31
610,T,260601,053012,60.406639N,25.692764E,18,37.1,31
611,T,260601,053013,60.406719N,25.692862E,17,36.4,31
612,T,260601,053014,60.406796N,25.692957E,17,35.1,31
613,T,260601,053015,60.406872N,25.693045E,17,33.8,31
614,T,260601,053016,60.406944N,25.693136E,17,33.4,31
615,T,260601,053017,60.407017N,25.693224E,17,32.7,31
616,T,260601,053018,60.407085N,25.693310E,17,32.1,31
617,T,260601,053019,60.407150N,25.693396E,17,32.0,32
618,T,260601,053020,60.407215N,25.693481E,17,30.4,32
619,T,260601,053021,60.407280N,25.693563E,17,29.6,32
620,T,260601,053022,60.407341N,25.693644E,17,29.3,32
621,T,260601,053023,60.407398N,25.693722E,16,28.1,32
622,T,260601,053024,60.407459N,25.693800E,17,29.3,31
623,T,260601,053025,60.407520N,25.693876E,16,28.9,31
624,T,260601,053026,60.407581N,25.693953E,16,29.0,31
625,T,260601,053027,60.407639N,25.694031E,16,28.7,31
626,T,260601,053028,60.407700N,25.694103E,16,28.0,31
627,T,260601,053029,60.407761N,25.694180E,15,28.7,31
628,T,260601,053030,60.407825N,25.694258E,15,28.6,31
629,T,260601,053031,60.407887N,25.694336E,15,28.7,31
630,T,260601,053032,60.407951N,25.694412E,15,28.6,31
631,T,260601,053033,60.408012N,25.694485E,15,28.6,31
632,T,260601,053034,60.408077N,25.694559E,15,28.6,31
